periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-AN010. Third dose IPT (IPT3),105-AN01a. ANC 1st Visit for women,105-AN01b. ANC 1st Visit for women (1st Trimester),105-AN02. ANC 4th Visit for women,105-AN03. ANC 4+ visits for Women,105-AN04. ANC 8 contacts/visits for women,105-AN05. Total ANC contacts/visits (New clients + Re-attendances),105-AN06a. Total Referrals to ANC unit,105-AN06b. Referrals to ANC unit from community services,105-AN07a. Total ANC Referrals from unit,105-AN07b. ANC Referrals from unit for mothers newly enrolled in MCH groups,105-AN08. First dose IPT (IPT1),105-AN09. Second dose IPT (IPT2),105-AN11. IPT Dose 4+,105-AN12a. TB Screening for ANC clients - Screened for TB,105-AN12b. TB Screening for ANC clients - Presumed to have TB,105-AN12c. TB Screening for ANC clients - Diagnosed with  TB,105-AN13a. Blood and Rhesus Group (O) - Total,105-AN13b. Blood and Rhesus Group (O) - Rhesus(O+),105-AN14a. Blood and Rhesus Group (A) - Total,105-AN14b. Blood and Rhesus Group (A) - Rhesus(A+),105-AN15a. Blood and Rhesus Group (B) - Total,105-AN15b. Blood and Rhesus Group (B) - Rhesus(B+),105-AN16a. Blood and Rhesus Group (AB) - Total,105-AN16b. Blood and Rhesus Group (AB) - Rhesus(AB+),105-AN17. Pregnant women who were tested for Anaemia using Hb Test at ANC 1st contact / visit,105-AN18. Pregnant women with Hb <10g/dl at ANC 1st contact / visit,105-AN19. Pregnant women who were tested for anaemia using Hb test at ANC after 36 weeks,105-AN20. Pregnant women with Anaemia (Hb <10g/dl) at ANC after 36 weeks,105-AN21. Pregnant Women receiving atleast 30 tablets of Iron/Folic Acid at ANC 1st contact /  Visit,105-AN22. Pregnant Women receiving atleast 30 tablets of Iron/Folic Acid at ANC after 36 weeks,105-AN23. Pregnant Women receiving LLINs at ANC 1st visit,105-AN24a. Pregnant women who received obstetric ultra sound scan during any ANC visits - Total,105-AN24b. Pregnant women who received obstetric ultra sound scan during any ANC visits - Done at or before 24 weeks,105-AN25a. Pregnant women dewormed or receiving mebendazole - Total,105-AN25b. Pregnant women dewormed or receiving mebendazole - Done after 28 weeks,105-AN26a. Pregnant Women tested for syphilis for first time during this pregnancy,105-AN26b. Pregnant Women tested for syphilis for first time during this pregnancy - Positive,105-AN26c. Pregnant Women tested for syphilis for first time during this pregnancy - Started on Treatment,105-AN27a. Male partners tested for syphilis,105-AN27b. Male partners tested for syphilis -Positive,105-AN27c. Male partners tested for syphilis (Started on Treatment),105-AN28a. Pregnant women tested for Hepatitis B,105-AN28b. Pregnant women tested for Hepatitis B - Positive,105-AN28c. Pregnant women tested for Hepatitis B - Started on Treatment,105-AN29a. Pregnant women newly tested for HIV in this pregnancy at any ANC visit (TR & TRR) - total,105-AN29b. Pregnant women newly tested for HIV in this pregnancy at any ANC visit (TR & TRR) - ANC 1,105-AN30a. Pregnant Women tested HIV+ for 1st time this pregnancy (TRR) at any ANC Visit - Total,105-AN30b. Pregnant Women tested HIV+ for 1st time this pregnancy (TRR) at any ANC Visit - ANC 1,105-AN31a. HIV+ Pregnant women assessed by CD4 - Total,105-AN31b. HIV+ Pregnant women assessed by CD4 - ANC 1,"105-AN32. HIV+ pregnant women initiated on ART for eMTCT at any visit irrespective of when tested HIV+ (TRR,TRR+,TRR,TRRK)",105-AN33a. Total Pregnant Women who knew status before 1st ANC - TRK + TRRK,105-AN33b. Pregnant Women who knew status before 1st ANC - HIV+ TRRK,105-AN34a. HIV+ pregnant women already on ART before 1st ANC - Total(ART-K),105-AN34b. HIV+ pregnant women already on ART before 1st ANC - Viral Load Sample collected(ART-K),105-AN34c. HIV+ pregnant women already on ART before 1st ANC - Viral Load Results returned(ART-K),105-AN34d. HIV+ pregnant women already on ART before 1st ANC - Viral Load Suppressed(ART-K),105-AN35a. Pregnant women who re-tested later in pregnancy - Total (TR+ &TRR+),105-AN35b. Pregnant women who re-tested later in pregnancy - HIV+ (TRR+),105-AN36. HIV+ pregnant women given ARV prophylaxis for the un born infants for the 1st time in ANC,105-AN37a. Pregnant women given self-testing kits for their male partners - Total,105-AN37b. Pregnant women given self-testing kits for their male partners - Tests returned HIV+,105-AN37c. Pregnant women given self-testing kits for their male partners - Tests returned HIV-,105-AN38a. Male partners received HIV test results in eMTCT - Total tested (TR & TRR),105-AN38b. Male partners received HIV test results in eMTCT - HIV+ (TRR),105-AN39a. Male partners with a known status at their first visit as a couple in ANC - Total (TRK & TRRK),105-AN39b. Male partners with a known status at their first visit as a couple in ANC - HIV+ (TRRK),105-AN40. HIV+ Male partners initiated on ART in the ANC setting,105-AN41. Number of discordant couples identified in ANC,105-AN42a. Pregnant women who received Counselling (Maternal Nutrition ) - Total,105-AN42b. Pregnant women who received Counselling (Maternal Nutrition) - HIV+,105-AN42c. Pregnant women who received Counselling (Infant Feeding ) - Total,105-AN42d. Pregnant women who received Counselling (Infant Feeding ) - HIV+
202101,January 2021,202101,,MOH - Uganda,Teso,Bukedea District,Bukedea Town Council,Bukedea Mission Health Centre II,aNchHEjSnch,Bukedea Mission Health Centre II,,,18.0,32.0,3.0,15.0,43.0,3.0,121.0,,,,,30.0,20.0,44.0,121.0,,,,,,,,,,,,,,,32.0,16.0,32.0,,,30.0,8.0,,,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,18.0,,,,,,121.0,,121.0,
202101,January 2021,202101,,MOH - Uganda,North Central,Mukono District,Goma Division,Bukerere Health Centre II,l5HaUjsJOQX,Bukerere Health Centre II,,,8.0,18.0,4.0,6.0,3.0,,41.0,,,,,18.0,6.0,9.0,,,,,,,,,,,,,,,,18.0,2.0,,3.0,1.0,41.0,19.0,10.0,,,,,,,,,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,41.0,,41.0,
202101,January 2021,202101,,MOH - Uganda,North Central,Kyankwanzi District,Butemba Town Council,Bukwiri COU Health Centre II,dxqfSox63Rh,Bukwiri COU Health Centre II,,,6.0,20.0,4.0,5.0,,,52.0,,,,,26.0,10.0,10.0,20.0,,,,,,,,,,,,,,,20.0,1.0,20.0,1.0,1.0,37.0,5.0,,,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,41.0,,41.0,
202101,January 2021,202101,,MOH - Uganda,Busoga,Kamuli District,Nawanyago Subcounty,Bupadhengo Flep Health Centre II,Lgs45wMr4Ua,Bupadhengo Flep Health Centre II,,,16.0,,,16.0,3.0,,52.0,,,,,,21.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202101,January 2021,202101,,MOH - Uganda,Busoga,Namayingo District,Banda Subcounty,Busiro Church of God Health Centre III,s3KGtzqaMyJ,Busiro Church of God Health Centre III,,,2.0,18.0,4.0,5.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,56.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,9.0,0.0,0.0,53.0,12.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,3.0,53.0,3.0
202101,January 2021,202101,,MOH - Uganda,South Central,Masaka City,Nyendo-Mukungwe Division,Butende Health Centre III,S79Lcu8O003,Butende Health Centre III,,,4.0,13.0,7.0,11.0,1.0,,38.0,,,,,11.0,9.0,12.0,38.0,,,13.0,13.0,7.0,7.0,3.0,3.0,3.0,3.0,,,,,7.0,2.0,13.0,8.0,1.0,9.0,1.0,12.0,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,38.0,,38.0,
202101,January 2021,202101,,MOH - Uganda,Busoga,Mayuge District,Buwaaya Subcounty,Buwaya Health Centre II,lCEffRvoU53,Buwaya Health Centre II,,,23.0,47.0,16.0,10.0,9.0,8.0,102.0,,,,,45.0,9.0,19.0,102.0,,,,,,,,,,,,,,,47.0,17.0,47.0,,,43.0,13.0,28.0,,,,,,,,,47.0,47.0,,,,,,,,,,,,17.0,,,,,,,,,,,,102.0,,102.0,
202101,January 2021,202101,,MOH - Uganda,South Central,Rakai District,Ddwaniro Subcounty,Buyamba Disp & Mu Health Centre III,ICMb8Mqt8ze,Buyamba Disp & Mu Health Centre III,,,10.0,38.0,17.0,5.0,5.0,,86.0,,,,,21.0,18.0,9.0,86.0,,,,,,,,,,,38.0,,42.0,,38.0,10.0,38.0,86.0,32.0,32.0,26.0,,,,,,,,,,38.0,38.0,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,86.0,3.0,86.0,3.0
202101,January 2021,202101,,MOH - Uganda,Busoga,Buyende District,Buyanja Subcounty,Buyanja SDA Health Centre II,YYtjEbgJadL,Buyanja SDA Health Centre II,,,48.0,78.0,31.0,18.0,4.0,6.0,243.0,0.0,0.0,2.0,0.0,55.0,55.0,12.0,243.0,0.0,0.0,,,,,,,,,,,,,78.0,19.0,50.0,0.0,0.0,47.0,24.0,96.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,86.0,80.0,1.0,1.0,,,1.0,2.0,2.0,2.0,,,,,,1.0,,,,25.0,0.0,,,,,243.0,4.0,243.0,2.0
202101,January 2021,202101,,MOH - Uganda,South Central,Wakiso District,Kasanje Subcounty,Buyege Health Centre III,k2a3PCnnVdI,Buyege Health Centre III,,,22.0,42.0,4.0,6.0,14.0,,110.0,,,,,42.0,18.0,12.0,,,,,,,,,,,,,,,,4.0,3.0,42.0,5.0,,40.0,3.0,39.0,1.0,1.0,,,,,,,38.0,38.0,1.0,1.0,,,1.0,4.0,4.0,4.0,,,,,,,17.0,,2.0,2.0,,,,,,110.0,8.0,110.0,8.0
202101,January 2021,202101,,MOH - Uganda,South Central,Bukomansimbi District,Kibinge Subcounty,Buyoga Health Centre III,RlulmyGd2XY,Buyoga Health Centre III,,,26.0,28.0,2.0,10.0,0.0,0.0,90.0,0.0,0.0,1.0,1.0,24.0,18.0,18.0,90.0,0.0,0.0,33.0,33.0,12.0,12.0,15.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,16.0,3.0,32.0,2.0,28.0,4.0,4.0,0.0,0.0,0.0,41.0,0.0,0.0,27.0,26.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,8.0,90.0,8.0
202101,January 2021,202101,,MOH - Uganda,Busoga,Jinja District,Busedde Subcounty,Bwidhabwangu Health Centre II,EUZupmOWTtg,Bwidhabwangu Health Centre II,,,2.0,13.0,4.0,7.0,2.0,,33.0,,,,,13.0,4.0,7.0,33.0,,,,,,,,,,,,,,,,,13.0,,,33.0,13.0,13.0,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,,33.0,
202101,January 2021,202101,,MOH - Uganda,North Central,Mityana District,Butayunja Subcounty,Cardinal Nsubuga Memorial Health Centre III,aNwwYe1P90o,Cardinal Nsubuga Memorial Health Centre III,,,2.0,12.0,6.0,5.0,10.0,1.0,41.0,,,1.0,,12.0,8.0,15.0,,,,8.0,8.0,12.0,12.0,2.0,2.0,8.0,8.0,12.0,,2.0,,10.0,9.0,12.0,,,8.0,8.0,16.0,1.0,1.0,11.0,,,7.0,,,12.0,12.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
202101,January 2021,202101,,MOH - Uganda,Bukedi,Busia District,Dabani Subcounty,Dabani Hospital,AhDvE2o9F3L,Dabani Hospital,,,53.0,73.0,8.0,50.0,35.0,1.0,296.0,6.0,,,,73.0,69.0,74.0,296.0,1.0,,99.0,98.0,58.0,58.0,24.0,24.0,6.0,6.0,52.0,15.0,15.0,2.0,73.0,50.0,73.0,22.0,3.0,144.0,85.0,45.0,,,,,,19.0,,,75.0,69.0,1.0,1.0,,,1.0,,,,,,,11.0,,,,,,,,,,,,296.0,8.0,296.0,8.0
202101,January 2021,202101,,MOH - Uganda,South Central,Mpigi District,Kammengo Subcounty,Ggoli - St Yakobo Health Centre III,SzVYBCcGiM7,Ggoli - St Yakobo Health Centre III,,,10.0,14.0,6.0,7.0,9.0,,54.0,,,,,13.0,14.0,15.0,54.0,,,3.0,3.0,1.0,,6.0,6.0,,,14.0,1.0,7.0,,14.0,7.0,14.0,8.0,1.0,16.0,10.0,14.0,,,6.0,,,14.0,2.0,,12.0,14.0,,,,,,2.0,2.0,2.0,2.0,,,9.0,,,,,,6.0,,,,,,54.0,2.0,54.0,2.0
202101,January 2021,202101,,MOH - Uganda,North Central,Luwero District,Kikyusa Town Council,Holy Cross - Kikyusa Health Centre IV,fzBgyH6ixVC,Holy Cross - Kikyusa Health Centre IV,,,18.0,37.0,2.0,15.0,2.0,,93.0,7.0,,1.0,,33.0,25.0,11.0,93.0,,,16.0,16.0,10.0,10.0,10.0,10.0,1.0,1.0,37.0,7.0,,,37.0,7.0,37.0,,,35.0,1.0,37.0,,,,,,,,,34.0,34.0,,,,,,3.0,3.0,3.0,3.0,,,15.0,,,,,,2.0,,,,,,,,,
202101,January 2021,202101,,MOH - Uganda,North Central,Mityana District,Kalangaalo Subcounty,Holy Family Naluggi Health Centre II,HNMrtobhini,Holy Family Naluggi Health Centre II,,,10.0,8.0,1.0,15.0,1.0,,26.0,24.0,,,,3.0,2.0,9.0,,,,,,,,,,,,,,,,8.0,2.0,8.0,,,11.0,11.0,8.0,,,,,,9.0,,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202101,January 2021,202101,,MOH - Uganda,Teso,Bukedea District,Kamutur Subcounty,Holy Innocent Health Centre III,TnIUAczx1Hq,Holy Innocent Health Centre III,,,5.0,7.0,1.0,4.0,2.0,,19.0,,,,,6.0,1.0,1.0,,,,,,,,,,,,,,,,7.0,4.0,,,,12.0,8.0,2.0,,,3.0,,,,,,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,19.0,,19.0,
202101,January 2021,202101,,MOH - Uganda,Tooro,Fort Portal City,Fort Portal Central Division,Kabarole COU Hospital,gLhqifDs7hU,Kabarole COU Hospital,,,34.0,30.0,10.0,22.0,26.0,,146.0,,,,,25.0,34.0,42.0,147.0,,,13.0,13.0,1.0,1.0,5.0,5.0,8.0,8.0,28.0,1.0,,,21.0,35.0,31.0,8.0,1.0,27.0,6.0,31.0,,,7.0,,,23.0,,,23.0,23.0,,,,,0.0,7.0,7.0,7.0,7.0,,,19.0,,,,,,23.0,,8.0,8.0,,1.0,147.0,31.0,147.0,31.0
202101,January 2021,202101,,MOH - Uganda,Bukedi,Butaleja District,Mazimasa Subcounty,Kabasa Memorial Hospital,Xm71SWWTqfb,Kabasa Memorial Hospital,,,18.0,26.0,3.0,10.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,24.0,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,0.0,0.0,0.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0
202101,January 2021,202101,,MOH - Uganda,Tooro,Kamwenge District,Kabuga Town Council,Kabuga Health Centre III,JiXMZzyWhUb,Kabuga Health Centre III,,,46.0,91.0,25.0,34.0,28.0,,238.0,,,1.0,1.0,78.0,,42.0,238.0,,,,,,,,,,,,,,,90.0,22.0,42.0,,,100.0,22.0,104.0,1.0,1.0,23.0,,,,,,88.0,87.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,31.0,,2.0,,,,21.0,,,,,,238.0,3.0,238.0,3.0
202101,January 2021,202101,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kagorogoro Dispensary Health Centre II,yWHTUO9adBP,Kagorogoro Dispensary Health Centre II,,,,2.0,1.0,1.0,,,3.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202101,January 2021,202101,,MOH - Uganda,North Central,Mityana District,Maanyi Subcounty,Kambaala Health Centre III,a3KGKqpABTy,Kambaala Health Centre III,,,8.0,7.0,,7.0,5.0,,37.0,,,,,7.0,9.0,11.0,37.0,,,5.0,,5.0,,,,,,4.0,,,,,4.0,3.0,9.0,,13.0,10.0,5.0,,,1.0,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,3.0,37.0,3.0
202101,January 2021,202101,,MOH - Uganda,North Central,Kayunga District,Kangulumira Town Council,Kangulumira Mission Health Centre II,VOCTQo2VfWF,Kangulumira Mission Health Centre II,,,2.0,4.0,,2.0,,,8.0,,,,,4.0,2.0,2.0,,,,,,,,,,,,,,,,4.0,1.0,4.0,2.0,2.0,10.0,5.0,4.0,,,,,,2.0,,,3.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,10.0,1.0,10.0,1.0
