periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-MA01. Admissions,105-MA02a. Referrals to maternity unit - Total,105-MA02b. Referrals to maternity unit - Community services,105-MA03. Maternity referrals out,105-MA04a. Deliveries in unit - Total,105-MA04b1. Deliveries in unit -Live births - Total,105-MA04b2. Deliveries in unit -Live births - less than 2.5kg,105-MA04c1. Deliveries in unit - Fresh still birth - Total,105-MA04c2. Deliveries in unit - Fresh still birth - less than 2.5kg,105-MA04d1. Deliveries in unit - Macerated still birth - Total,105-MA04d2. Deliveries in unit - Macerated still birth - less than 2.5kg,105-MA05a. Pre-Term births - Total,105-MA05b. Pre-Term births - Alive,105-MA05c. Pre-Term births - <2.5 Kgs,105-MA06a. Born Before Arrival - Total,105-MA06b. Born Before Arrival - Alive,105-MA06c. Babies born  before arrival - <2.5 Kgs,105-MA07. Low birth weight babies initiated on kangaroo (KMC),105-MA08. Live babies at discharge,105-MA09. Babies born with defect,105-MA10. Babies received LLIN,105-MA11. Newborn deaths (0-7 days),105-MA12. Neonatal Death 8-28 days,105-MA13. Maternal deaths,105-MA14a. Mothers who initiated breastfeeding within the 1st hour after delivery - Total,105-MA14b. Mothers who initiated breastfeeding within the 1st hour after delivery - HIV+,105-MA15a. Women tested for HIV in labour 1st time this Pregnancy - Total (TR & TRR),105-MA15b. Women tested for HIV in labour 1st time this Pregnancy - HIV+ (TRR),105-MA16a. Women re-tested for HIV in labour - Total (TR & TRR),105-MA16b. Women re-tested for HIV in labour - HIV+ (TRR+),105-MA17. Women initiating ART in maternity - HIV+,105-MA18a. Male partners received HIV test results in the maternity setting - Total (TR & TRR),105-MA18b. Male partners received HIV test results in the maternity setting - HIV+ (TRR),105-MA19. HIV+ male partners initiated on ART in the maternity setting,105-MA20. Number of discordant couples identified in maternity,105-MA21a. Mothers Received nutrition Counselling - Maternal Nutrition - Total,105-MA21b. Mothers Received nutrition Counselling - Maternal Nutrition - HIV+,105-MA21c. Mothers Received nutrition Counselling - Infant Feeding - Total,105-MA21d. Mothers Received nutrition Counselling - Infant Feeding - HIV+,105-MA22a. Total Deliveries to HIV+ women in unit - Total,105-MA22b. Deliveries to HIV+ women in unit - Live births,105-MA23a. HIV-exposed babies given ARVs - Total,105-MA23b. HIV-exposed babies given ARVs High-risk Infants,105-MA24. No.of babies with Birth asphyxia,105-MA25. No. of Live babies Successfully Resuscitated,105-MA26. No. of babies who received PNC within 6 hours,105-MA26a. Received PNC check at 6 hours after birth - Baby,105-MA26b. Received PNC check at 6 hours after birth - Mother,105-MA27a. Received PNC check within 24 hours after birth - Baby,105-MA27b. Received PNC check within 24 hours after birth - Mother,105-MA28a. Uterotonics used in management of 3rd stage of labour - Oxytocin,105-MA28b. Uterotonics used in management of 3rd stage of labour - Misoprostol,105-MA28c. Uterotonics used in management of 3rd stage of labour - Egometrine
202101,January 2021,202101,,MOH - Uganda,North Central,Mityana District,Kalangaalo Subcounty,Holy Family Naluggi Health Centre II,HNMrtobhini,Holy Family Naluggi Health Centre II,,,4.0,4.0,,,4.0,4.0,,,,,,4.0,4.0,,,,,,4.0,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,,
202101,January 2021,202101,,MOH - Uganda,Teso,Bukedea District,Kamutur Subcounty,Holy Innocent Health Centre III,TnIUAczx1Hq,Holy Innocent Health Centre III,,,11.0,,,1.0,7.0,7.0,,,,,,,,,,,,1.0,7.0,,,,,,7.0,1.0,4.0,1.0,,,1.0,,,,,10.0,,10.0,,1.0,1.0,1.0,1.0,,,,9.0,9.0,9.0,9.0,10.0,3.0,
202101,January 2021,202101,,MOH - Uganda,Tooro,Fort Portal City,Fort Portal Central Division,Kabarole COU Hospital,gLhqifDs7hU,Kabarole COU Hospital,,,,,,2.0,17.0,37.0,,1.0,,1.0,1.0,,,,,,,,37.0,,,,,,37.0,6.0,,,,,,,,,,39.0,6.0,7.0,6.0,6.0,6.0,6.0,,1.0,1.0,,37.0,39.0,37.0,39.0,,,
202101,January 2021,202101,,MOH - Uganda,Bukedi,Butaleja District,Mazimasa Subcounty,Kabasa Memorial Hospital,Xm71SWWTqfb,Kabasa Memorial Hospital,,,10.0,0.0,0.0,1.0,10.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,8.0,0.0,0.0,10.0,0.0,0.0
202101,January 2021,202101,,MOH - Uganda,Tooro,Kamwenge District,Kabuga Town Council,Kabuga Health Centre III,JiXMZzyWhUb,Kabuga Health Centre III,,,28.0,,,,28.0,28.0,,,,,,,,,,,,,28.0,,28.0,,,,28.0,,,,5.0,,,,,,,28.0,,28.0,,,,,,,,,28.0,28.0,28.0,28.0,28.0,1.0,
202101,January 2021,202101,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kagorogoro Dispensary Health Centre II,yWHTUO9adBP,Kagorogoro Dispensary Health Centre II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202101,January 2021,202101,,MOH - Uganda,North Central,Mityana District,Maanyi Subcounty,Kambaala Health Centre III,a3KGKqpABTy,Kambaala Health Centre III,,,5.0,1.0,,1.0,4.0,4.0,,,,,,,,,,,,,4.0,,,,,,4.0,,,,1.0,,,,,,,37.0,3.0,37.0,3.0,,,,,,,,4.0,4.0,4.0,4.0,6.0,3.0,
202101,January 2021,202101,,MOH - Uganda,North Central,Kayunga District,Kangulumira Town Council,Kangulumira Mission Health Centre II,VOCTQo2VfWF,Kangulumira Mission Health Centre II,,,3.0,,,,3.0,,,,,,,,,,,,,,3.0,,3.0,,,,3.0,,,,2.0,,,,,,,3.0,,3.0,,,,,,,,,3.0,3.0,3.0,3.0,3.0,2.0,
202101,January 2021,202101,,MOH - Uganda,North Central,Nakaseke District,Kapeeka Subcounty,Kapeeka Health Centre III,jloriHnudvr,Kapeeka Health Centre III,,,46.0,,,4.0,40.0,40.0,,,,,,,,,1.0,1.0,,,40.0,,5.0,,,,40.0,4.0,2.0,,1.0,,,3.0,,,,40.0,4.0,40.0,4.0,4.0,4.0,4.0,,,,,40.0,40.0,40.0,40.0,40.0,,
202101,January 2021,202101,,MOH - Uganda,North Central,Mukono District,Kasawo Subcounty,Kasawo Mission Health Centre III,lVDEXK2iWmp,Kasawo Mission Health Centre III,,,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202101,January 2021,202101,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Katikamu Kisuule (The Good Samaritan) Health Centre II,a4QdFgngSuD,Katikamu Kisuule (The Good Samaritan) Health Centre II,,,12.0,,,,2.0,12.0,,,,,,,,,,,,,12.0,,12.0,,,,12.0,2.0,,,2.0,,,,,,,12.0,2.0,12.0,2.0,2.0,2.0,3.0,1.0,,,,12.0,12.0,11.0,11.0,12.0,,
202101,January 2021,202101,,MOH - Uganda,South Central,Sembabule District,Mateete Subcounty,Katimba Health Centre III,sTlap0cwcNo,Katimba Health Centre III,,,22.0,0.0,0.0,2.0,20.0,19.0,0.0,1.0,0.0,,,,,,,,,,19.0,0.0,14.0,,,,19.0,,,,7.0,0.0,,,,,,20.0,0.0,19.0,0.0,,,,,2.0,2.0,,19.0,20.0,19.0,20.0,18.0,20.0,0.0
202101,January 2021,202101,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Kayayumbe Health Centre II,VC8mMNDQFJ8,Kayayumbe Health Centre II,,,6.0,,,,6.0,6.0,,,,,,,,,,,,,6.0,,,,,,6.0,2.0,1.0,,,,,,,,,6.0,2.0,6.0,2.0,2.0,2.0,2.0,,,,,6.0,6.0,6.0,6.0,6.0,,
202101,January 2021,202101,,MOH - Uganda,Tooro,Kasese District,Kinyamaseke Town Council,Kinyamaseke Health Centre III,YGIoDeKaKA5,Kinyamaseke Health Centre III,,,78.0,,,14.0,65.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,65.0,65.0,65.0,65.0,31.0,24.0,
202101,January 2021,202101,,MOH - Uganda,North Central,Kassanda District,Bukuya Subcounty,Kitokolo Health Centre II,LoLoHmDsEna,Kitokolo Health Centre II,,,7.0,,,,7.0,7.0,,,,,,,,,1.0,1.0,1.0,,8.0,,,,,,7.0,,,,,,,,,,,8.0,,8.0,,,,,,1.0,1.0,,7.0,7.0,7.0,7.0,7.0,,
202101,January 2021,202101,,MOH - Uganda,South Central,Wakiso District,Masulita Town Council,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,BzFOI8BjIMz,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,,,7.0,,,,7.0,7.0,,,,,,,,,,,,,7.0,,,,,,7.0,,,,,,,,,,,7.0,,7.0,,,,,,,,,7.0,7.0,7.0,7.0,,,
202101,January 2021,202101,,MOH - Uganda,South Central,Mpigi District,Mpigi Town Council,Kkonge St. Luke Health Centre III,yC5rgTEjfVO,Kkonge St. Luke Health Centre III,,,15.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,15.0,1.0,1.0,0.0,0.0,0.0,,,15.0,15.0,15.0,15.0,15.0,0.0,0.0
202101,January 2021,202101,,MOH - Uganda,Tooro,Kamwenge District,Kahunge Town Council,Kyabenda Health Centre III,qMBXDpWSarC,Kyabenda Health Centre III,,,74.0,11.0,,1.0,63.0,63.0,4.0,,,,,1.0,1.0,,,,,4.0,63.0,,63.0,,,,63.0,,13.0,,9.0,,,3.0,,,,74.0,1.0,74.0,1.0,,,,,2.0,3.0,,59.0,59.0,59.0,59.0,63.0,,
202101,January 2021,202101,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kyakatara Health Centre III,wmzTMo2sIKx,Kyakatara Health Centre III,,,48.0,15.0,14.0,6.0,35.0,35.0,,,,,,,,,,,,,35.0,,,,,,35.0,6.0,,,,,,,,,,35.0,6.0,35.0,6.0,6.0,6.0,6.0,,,35.0,,36.0,36.0,36.0,34.0,1.0,,
202101,January 2021,202101,,MOH - Uganda,South Central,Lwengo District,Kisekka Subcounty,Kyamaganda Health Centre III,K1Qvy9fVY22,Kyamaganda Health Centre III,,,13.0,,,1.0,12.0,12.0,2.0,,,,,,,,,,,,12.0,,,,,,12.0,1.0,,,,,,,,,,12.0,,12.0,,1.0,1.0,1.0,1.0,,,,12.0,12.0,12.0,12.0,12.0,,
202101,January 2021,202101,,MOH - Uganda,North Central,Kassanda District,Nalutuntu Subcounty,Kyanamugera Health Centre II,oUhXrWJEwRI,Kyanamugera Health Centre II,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,
202101,January 2021,202101,,MOH - Uganda,Busoga,Mayuge District,Bukatube Subcounty,Kyando Health Centre II,FPENxnEHmc7,Kyando Health Centre II,,,12.0,,,2.0,10.0,10.0,,,,,,,,,,,,,10.0,,,,,,10.0,,,,,,,,,,,10.0,,10.0,,,,,,,,,8.0,8.0,8.0,8.0,,30.0,
202101,January 2021,202101,,MOH - Uganda,South Central,Kyotera District,Kalisizo Subcounty,Kyango Health Centre III,KHwThSaTX0L,Kyango Health Centre III,,,10.0,,,1.0,9.0,9.0,,,,,,,,,,,,,9.0,,6.0,,,,9.0,,,,,,,,,,,9.0,,9.0,,,,,,,,,9.0,9.0,1.0,1.0,9.0,,
202101,January 2021,202101,,MOH - Uganda,North Central,Mityana District,Central Division,Lulagala Health Centre III,f5lLaEQlPzM,Lulagala Health Centre III,,,22.0,,,4.0,16.0,15.0,4.0,,,1.0,,,,,,,,,15.0,1.0,,,,,15.0,,,,7.0,,,,,,,16.0,,16.0,,,,,,,,,16.0,16.0,16.0,16.0,10.0,6.0,
202101,January 2021,202101,,MOH - Uganda,Teso,Kalaki District,Otuboi Subcounty,Lwala Hospital,UdkpzjDtHXu,Lwala Hospital,,,112.0,59.0,,1.0,59.0,56.0,1.0,2.0,,1.0,,5.0,2.0,1.0,,,,1.0,56.0,,55.0,4.0,,,55.0,2.0,7.0,,3.0,,,,,,,81.0,4.0,56.0,,2.0,1.0,1.0,1.0,20.0,18.0,,56.0,59.0,55.0,59.0,59.0,,
202101,January 2021,202101,,MOH - Uganda,South Central,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Ngo Health Centre II,ml9Ztrc35ZD,Lwamaggwa Ngo Health Centre II,,,6.0,,,1.0,5.0,5.0,1.0,,,,,,,,,,,,5.0,,2.0,,,,4.0,1.0,,,,,,,,,,5.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,5.0,5.0,5.0,5.0,5.0,,
202101,January 2021,202101,,MOH - Uganda,South Central,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Ngo Health Centre III,GGccoyznKwM,Lwebitakuli Ngo Health Centre III,,,17.0,0.0,0.0,3.0,13.0,13.0,,,,,,2.0,2.0,,,,,,12.0,,,,,,12.0,3.0,0.0,0.0,1.0,,,,,,,13.0,3.0,13.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,,12.0,12.0,12.0,12.0,12.0,0.0,0.0
202101,January 2021,202101,,MOH - Uganda,Bugisu,Namisindwa District,Magale Town Council,Magale (UCMB) Health Centre IV,adoijg0nE4u,Magale (UCMB) Health Centre IV,,,190.0,16.0,,3.0,147.0,147.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,147.0,,,,,,145.0,3.0,24.0,,45.0,,,,,,,145.0,3.0,145.0,3.0,3.0,3.0,3.0,,8.0,8.0,,147.0,145.0,147.0,145.0,145.0,6.0,
