periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-OA01. New attendance,105-OA02. Re-attendance,108-CI02. No. of admissions,105-MA04a. Deliveries in unit - Total,105-PN01a. Post Natal Attendances - Mother,105-AN05. Total ANC contacts/visits (New clients + Re-attendances),105-CL01. BCG,105-CL02. Protection At Birth for TT(PAB),105-CL07. IPV,105-CL11. PCV 1,105-CL12. PCV 2,105-CL13. PCV 3,105-CL14. Rotavirus 1 Vaccine,105-CL15. Rotavirus 2 Vaccine,105-CL16. Measles (MR1),105-CL17. Measles 2 (MR2),105-FP01. Oral. Lo-Femenal,105-FP02. Oral. Microgynon,105-FP03. Oral. Ovrette or another POP,105-FP04. Oral. Levonogesteral,105-FP05. Oral. Others,105-FP06. Injectable DMPA(IM)3 months,105-FP07. Injectable DMPA(SC) 3 months,105-FP08. Injection 2 months,105-FP09. Injection 1 month,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",105-FP11. 4 year implant (e.g. Sino plant),105-FP12. 5 year implant (e.g. Jadella),105-FP13. IUD-Copper-T,105-FP14. IUD-Hormonal,105-FP15. FAM-SDM method,105-FP16. FAM-LAM,105-FP17. FAM-Two Days Method,105-FP18. Emergency Contraceptive Pills users,105-FP19. Female Condoms,105-FP20. Male Condoms,105-HT06. Individuals Received HIV test results,105-MF01. Female sterilization (tubal ligation),105-MF02. Male sterilization (vasectomy),105-PN01b. Post Natal Attendances,105-CH01. Vit A supplement (1st Dose),105-CH02. Vit A supplement (2nd Dose)
202301,January 2023,202301,,MOH - Uganda,North Central,Mityana District,Kikandwa Subcounty,Bukalamuli Health Centre III,aX6RTPDgyh1,Bukalamuli Health Centre III,,,364.0,11.0,,8.0,24.0,26.0,13.0,,27.0,17.0,14.0,15.0,18.0,14.0,21.0,2.0,,,,,,,,,,,,,,,,,,,,,9.0,,,24.0,27.0,3.0
202301,January 2023,202301,,MOH - Uganda,Teso,Bukedea District,Bukedea Town Council,Bukedea Mission Health Centre II,aNchHEjSnch,Bukedea Mission Health Centre II,,,319.0,9.0,,30.0,144.0,74.0,65.0,65.0,58.0,67.0,59.0,58.0,67.0,59.0,65.0,,,,,,,,,,,,,,,,,,,,,,59.0,,,144.0,34.0,32.0
202301,January 2023,202301,,MOH - Uganda,North Central,Mukono District,Goma Division,Bukerere Health Centre II,l5HaUjsJOQX,Bukerere Health Centre II,,,709.0,328.0,41.0,12.0,125.0,32.0,38.0,58.0,68.0,65.0,83.0,70.0,65.0,84.0,85.0,30.0,,,,,,,,,,,,,,,2.0,21.0,1.0,,,,35.0,,,125.0,193.0,0.0
202301,January 2023,202301,,MOH - Uganda,North Central,Kyankwanzi District,Butemba Town Council,Bukwiri COU Health Centre II,dxqfSox63Rh,Bukwiri COU Health Centre II,,,271.0,1.0,,15.0,15.0,26.0,44.0,14.0,39.0,54.0,41.0,39.0,54.0,41.0,34.0,0.0,,,,,,7.0,10.0,,,1.0,,1.0,,,,,,,,,5.0,,,15.0,34.0,62.0
202301,January 2023,202301,,MOH - Uganda,Busoga,Kamuli District,Nawanyago Subcounty,Bupadhengo Flep Health Centre II,Lgs45wMr4Ua,Bupadhengo Flep Health Centre II,,,235.0,26.0,,12.0,12.0,65.0,18.0,,40.0,42.0,34.0,29.0,42.0,,30.0,,,15.0,,24.0,,22.0,30.0,,,4.0,,,,,,,,,,44.0,,,,12.0,319.0,206.0
202301,January 2023,202301,,MOH - Uganda,Busoga,Namayingo District,Banda Subcounty,Busiro Church of God Health Centre III,s3KGtzqaMyJ,Busiro Church of God Health Centre III,,,319.0,0.0,,27.0,136.0,61.0,32.0,0.0,38.0,15.0,13.0,23.0,15.0,13.0,20.0,,,,,7.0,,41.0,57.0,,,13.0,,1.0,,,,,,,,4.0,,,,136.0,36.0,18.0
202301,January 2023,202301,,MOH - Uganda,South Central,Masaka City,Nyendo-Mukungwe Division,Butende Health Centre III,S79Lcu8O003,Butende Health Centre III,,,166.0,14.0,59.0,12.0,27.0,52.0,16.0,16.0,41.0,23.0,21.0,18.0,23.0,23.0,26.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,118.0,,,27.0,197.0,96.0
202301,January 2023,202301,,MOH - Uganda,Busoga,Mayuge District,Buwaaya Subcounty,Buwaya Health Centre II,lCEffRvoU53,Buwaya Health Centre II,,,339.0,7.0,,23.0,30.0,88.0,40.0,40.0,40.0,33.0,20.0,40.0,32.0,20.0,34.0,11.0,,2.0,,,,19.0,44.0,,,3.0,,2.0,,,,,,,,,,,,30.0,58.0,215.0
202301,January 2023,202301,,MOH - Uganda,South Central,Rakai District,Ddwaniro Subcounty,Buyamba Disp & Mu Health Centre III,ICMb8Mqt8ze,Buyamba Disp & Mu Health Centre III,,,817.0,6.0,,20.0,56.0,57.0,27.0,23.0,17.0,9.0,5.0,2.0,32.0,23.0,29.0,10.0,,,,,,,,,,,,,,,6.0,7.0,4.0,,,,48.0,,,56.0,42.0,
202301,January 2023,202301,,MOH - Uganda,Busoga,Buyende District,Buyanja Subcounty,Buyanja SDA Health Centre II,YYtjEbgJadL,Buyanja SDA Health Centre II,,,304.0,2.0,,20.0,56.0,171.0,54.0,38.0,77.0,77.0,54.0,71.0,76.0,52.0,43.0,6.0,,,,,,11.0,27.0,,,,,3.0,,,,,,2.0,,40.0,,,,54.0,77.0,33.0
202301,January 2023,202301,,MOH - Uganda,South Central,Wakiso District,Kasanje Subcounty,Buyege Health Centre III,k2a3PCnnVdI,Buyege Health Centre III,,,844.0,4.0,112.0,27.0,36.0,109.0,57.0,38.0,33.0,52.0,49.0,38.0,55.0,46.0,55.0,,,,,,,,,,,,,,,,,,,,,,156.0,,,36.0,148.0,113.0
202301,January 2023,202301,,MOH - Uganda,South Central,Bukomansimbi District,Kibinge Subcounty,Buyoga Health Centre III,RlulmyGd2XY,Buyoga Health Centre III,,,448.0,0.0,40.0,24.0,36.0,60.0,6.0,0.0,9.0,18.0,12.0,4.0,16.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,32.0,,,36.0,5.0,1.0
202301,January 2023,202301,,MOH - Uganda,Busoga,Jinja District,Busedde Subcounty,Bwidhabwangu Health Centre II,EUZupmOWTtg,Bwidhabwangu Health Centre II,,,237.0,27.0,,2.0,56.0,37.0,25.0,,23.0,31.0,17.0,23.0,26.0,8.0,20.0,,,,2.0,2.0,,8.0,13.0,,,1.0,,,,,,,,2.0,,10.0,,,,42.0,18.0,20.0
202301,January 2023,202301,,MOH - Uganda,North Central,Mityana District,Butayunja Subcounty,Cardinal Nsubuga Memorial Health Centre III,aNwwYe1P90o,Cardinal Nsubuga Memorial Health Centre III,,,166.0,4.0,41.0,26.0,40.0,40.0,10.0,,24.0,14.0,10.0,10.0,14.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,18.0,,,40.0,34.0,8.0
202301,January 2023,202301,,MOH - Uganda,Bukedi,Busia District,Dabani Subcounty,Dabani Hospital,AhDvE2o9F3L,Dabani Hospital,,,772.0,49.0,363.0,86.0,56.0,408.0,124.0,94.0,91.0,89.0,89.0,103.0,89.0,100.0,72.0,11.0,,,,,,,,,,,,,,,,,,,,,194.0,,,56.0,166.0,115.0
202301,January 2023,202301,,MOH - Uganda,South Central,Mpigi District,Kammengo Subcounty,Ggoli - St Yakobo Health Centre III,SzVYBCcGiM7,Ggoli - St Yakobo Health Centre III,,,582.0,5.0,119.0,4.0,47.0,58.0,13.0,22.0,32.0,16.0,21.0,23.0,16.0,21.0,13.0,,,,,,,,,,,,,,,,,,,,,,54.0,,,47.0,39.0,33.0
202301,January 2023,202301,,MOH - Uganda,North Central,Luwero District,Kikyusa Town Council,Holy Cross - Kikyusa Health Centre IV,fzBgyH6ixVC,Holy Cross - Kikyusa Health Centre IV,,,305.0,63.0,141.0,28.0,110.0,89.0,108.0,46.0,64.0,56.0,49.0,28.0,56.0,56.0,135.0,,,,,,,,,,,,,,,,,,,,,,166.0,,,110.0,51.0,38.0
202301,January 2023,202301,,MOH - Uganda,North Central,Mityana District,Kalangaalo Subcounty,Holy Family Naluggi Health Centre II,HNMrtobhini,Holy Family Naluggi Health Centre II,,,80.0,5.0,25.0,5.0,5.0,14.0,19.0,19.0,17.0,21.0,17.0,21.0,21.0,14.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,42.0,
202301,January 2023,202301,,MOH - Uganda,Teso,Bukedea District,Kamutur Subcounty,Holy Innocent Health Centre III,TnIUAczx1Hq,Holy Innocent Health Centre III,,,133.0,8.0,71.0,7.0,35.0,16.0,26.0,26.0,16.0,14.0,25.0,16.0,14.0,25.0,35.0,,,3.0,,,,3.0,30.0,,,10.0,,2.0,,,,,,,,9.0,103.0,,,35.0,49.0,13.0
202301,January 2023,202301,,MOH - Uganda,Tooro,Fort Portal City,Fort Portal Central Division,Kabarole COU Hospital,gLhqifDs7hU,Kabarole COU Hospital,,,1300.0,30.0,227.0,32.0,37.0,149.0,37.0,,60.0,26.0,49.0,34.0,26.0,49.0,17.0,1.0,,2.0,,,,8.0,25.0,,,,,,,,,,,,,,,,,37.0,26.0,160.0
202301,January 2023,202301,,MOH - Uganda,Bukedi,Butaleja District,Mazimasa Subcounty,Kabasa Memorial Hospital,Xm71SWWTqfb,Kabasa Memorial Hospital,,,45.0,,87.0,5.0,21.0,39.0,11.0,11.0,21.0,21.0,17.0,15.0,21.0,17.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,22.0,,,21.0,8.0,
202301,January 2023,202301,,MOH - Uganda,Tooro,Kamwenge District,Kabuga Town Council,Kabuga Health Centre III,JiXMZzyWhUb,Kabuga Health Centre III,,,184.0,,141.0,41.0,104.0,168.0,47.0,,33.0,33.0,37.0,21.0,33.0,37.0,35.0,1.0,,,,,,12.0,9.0,,,3.0,,12.0,,,,,,,,,114.0,,,104.0,35.0,5.0
202301,January 2023,202301,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kagorogoro Dispensary Health Centre II,yWHTUO9adBP,Kagorogoro Dispensary Health Centre II,,,76.0,12.0,11.0,2.0,2.0,5.0,18.0,0.0,43.0,39.0,26.0,32.0,33.0,21.0,33.0,,,20.0,80.0,,,14.0,56.0,,,,,,,,,,,,,43.0,,,,2.0,22.0,
202301,January 2023,202301,,MOH - Uganda,North Central,Mityana District,Maanyi Subcounty,Kambaala Health Centre III,a3KGKqpABTy,Kambaala Health Centre III,,,252.0,2.0,,2.0,16.0,32.0,17.0,,33.0,18.0,12.0,14.0,18.0,12.0,22.0,3.0,,,,,,,,,,,,,,,,,,,,,45.0,,,16.0,11.0,
202301,January 2023,202301,,MOH - Uganda,North Central,Kayunga District,Kangulumira Town Council,Kangulumira Mission Health Centre II,VOCTQo2VfWF,Kangulumira Mission Health Centre II,,,212.0,51.0,,5.0,52.0,33.0,15.0,16.0,52.0,36.0,19.0,16.0,36.0,19.0,34.0,,,,,,,,,,,,,,,,,,,,,,112.0,,,52.0,,163.0
202301,January 2023,202301,,MOH - Uganda,North Central,Nakaseke District,Kapeeka Subcounty,Kapeeka Health Centre III,jloriHnudvr,Kapeeka Health Centre III,,,399.0,,80.0,55.0,28.0,339.0,80.0,,20.0,76.0,47.0,67.0,30.0,35.0,53.0,,,,,,,,,,,1.0,,61.0,6.0,,,,,,,,467.0,,,28.0,53.0,
202301,January 2023,202301,,MOH - Uganda,North Central,Mukono District,Kasawo Subcounty,Kasawo Mission Health Centre III,lVDEXK2iWmp,Kasawo Mission Health Centre III,,,392.0,373.0,50.0,16.0,129.0,60.0,12.0,0.0,31.0,18.0,29.0,30.0,17.0,23.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,52.0,,,129.0,22.0,0.0
202301,January 2023,202301,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Katikamu Kisuule (The Good Samaritan) Health Centre II,a4QdFgngSuD,Katikamu Kisuule (The Good Samaritan) Health Centre II,,,112.0,28.0,14.0,6.0,17.0,35.0,5.0,,14.0,3.0,4.0,8.0,4.0,5.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,53.0,,,17.0,36.0,57.0
202301,January 2023,202301,,MOH - Uganda,South Central,Sembabule District,Mateete Subcounty,Katimba Health Centre III,sTlap0cwcNo,Katimba Health Centre III,,,86.0,,30.0,9.0,19.0,27.0,16.0,7.0,37.0,21.0,25.0,17.0,21.0,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,19.0,143.0,
202301,January 2023,202301,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Kayayumbe Health Centre II,VC8mMNDQFJ8,Kayayumbe Health Centre II,,,513.0,12.0,103.0,6.0,33.0,42.0,23.0,17.0,16.0,23.0,14.0,18.0,23.0,19.0,22.0,7.0,,,,,,,,,,,,,,,,9.0,,,,,,,,33.0,22.0,
202301,January 2023,202301,,MOH - Uganda,Tooro,Kasese District,Kinyamaseke Town Council,Kinyamaseke Health Centre III,YGIoDeKaKA5,Kinyamaseke Health Centre III,,,462.0,40.0,221.0,48.0,,371.0,,,120.0,19.0,20.0,13.0,39.0,34.0,57.0,,,10.0,,1.0,,112.0,85.0,,,136.0,,57.0,15.0,,,,,,,10.0,183.0,,,,143.0,
202301,January 2023,202301,,MOH - Uganda,North Central,Kassanda District,Bukuya Subcounty,Kitokolo Health Centre II,LoLoHmDsEna,Kitokolo Health Centre II,,,195.0,,,2.0,2.0,42.0,17.0,1.0,60.0,34.0,34.0,33.0,31.0,32.0,34.0,,,,,,,11.0,14.0,,,1.0,,,,,,,,,,,33.0,,,2.0,437.0,830.0
202301,January 2023,202301,,MOH - Uganda,South Central,Wakiso District,Masulita Town Council,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,BzFOI8BjIMz,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,,,363.0,44.0,59.0,6.0,11.0,35.0,9.0,,11.0,10.0,13.0,7.0,10.0,13.0,17.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,16.0,6.0,3.0
202301,January 2023,202301,,MOH - Uganda,South Central,Mpigi District,Mpigi Town Council,Kkonge St. Luke Health Centre III,yC5rgTEjfVO,Kkonge St. Luke Health Centre III,,,120.0,,19.0,13.0,24.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,24.0,,
202301,January 2023,202301,,MOH - Uganda,Tooro,Kamwenge District,Kahunge Town Council,Kyabenda Health Centre III,qMBXDpWSarC,Kyabenda Health Centre III,,,291.0,1.0,145.0,44.0,118.0,95.0,25.0,25.0,63.0,37.0,39.0,39.0,35.0,28.0,30.0,,,12.0,,,,57.0,62.0,,,36.0,,19.0,5.0,,,,,,,,44.0,,,118.0,45.0,25.0
202301,January 2023,202301,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kyakatara Health Centre III,wmzTMo2sIKx,Kyakatara Health Centre III,,,254.0,,102.0,31.0,102.0,106.0,42.0,42.0,43.0,24.0,20.0,13.0,24.0,20.0,15.0,,,,,,,,,,,,,,,,5.0,15.0,2.0,,,,155.0,,,102.0,26.0,7.0
202301,January 2023,202301,,MOH - Uganda,South Central,Lwengo District,Kisekka Subcounty,Kyamaganda Health Centre III,K1Qvy9fVY22,Kyamaganda Health Centre III,,,211.0,3.0,71.0,12.0,43.0,38.0,10.0,28.0,37.0,18.0,17.0,19.0,18.0,17.0,23.0,,,,,,,,,,,,,,,,,,,,,,64.0,,,43.0,18.0,15.0
202301,January 2023,202301,,MOH - Uganda,North Central,Kassanda District,Nalutuntu Subcounty,Kyanamugera Health Centre II,oUhXrWJEwRI,Kyanamugera Health Centre II,,,407.0,335.0,,2.0,82.0,13.0,20.0,23.0,23.0,21.0,15.0,23.0,21.0,15.0,23.0,,,10.0,,,,9.0,14.0,,,,,,,,,61.0,,,28.0,23.0,17.0,,,82.0,1339.0,813.0
202301,January 2023,202301,,MOH - Uganda,Busoga,Mayuge District,Bukatube Subcounty,Kyando Health Centre II,FPENxnEHmc7,Kyando Health Centre II,,,180.0,6.0,,19.0,19.0,66.0,,,,,,,,,,,,,,,,8.0,24.0,,,,,,,,,,,,,,,,,19.0,,
202301,January 2023,202301,,MOH - Uganda,South Central,Kyotera District,Kalisizo Subcounty,Kyango Health Centre III,KHwThSaTX0L,Kyango Health Centre III,,,866.0,32.0,183.0,22.0,24.0,32.0,,,16.0,14.0,8.0,2.0,14.0,8.0,12.0,,,,,,,,,,,,,,,,,,,,,,28.0,,,24.0,28.0,11.0
202301,January 2023,202301,,MOH - Uganda,North Central,Mityana District,Central Division,Lulagala Health Centre III,f5lLaEQlPzM,Lulagala Health Centre III,,,351.0,3.0,48.0,14.0,30.0,65.0,6.0,6.0,13.0,13.0,13.0,4.0,12.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,,6.0,5.0,,,40.0,,29.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.0,27.0,0.0,0.0,30.0,0.0,0.0
202301,January 2023,202301,,MOH - Uganda,Teso,Kalaki District,Otuboi Subcounty,Lwala Hospital,UdkpzjDtHXu,Lwala Hospital,,,669.0,66.0,365.0,49.0,79.0,224.0,56.0,56.0,47.0,33.0,53.0,47.0,33.0,53.0,35.0,,,,,,,,,,,,,,,,,33.0,,,,,269.0,,,99.0,49.0,14.0
202301,January 2023,202301,,MOH - Uganda,South Central,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Ngo Health Centre II,ml9Ztrc35ZD,Lwamaggwa Ngo Health Centre II,,,628.0,117.0,186.0,7.0,15.0,57.0,9.0,6.0,10.0,5.0,6.0,7.0,5.0,6.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,97.0,,,15.0,6.0,0.0
202301,January 2023,202301,,MOH - Uganda,South Central,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Ngo Health Centre III,GGccoyznKwM,Lwebitakuli Ngo Health Centre III,,,1317.0,,208.0,4.0,,54.0,54.0,,64.0,64.0,36.0,36.0,64.0,36.0,10.0,,,,,,,,,,,,,,,,,,,,,,78.0,,,,38.0,2.0
202301,January 2023,202301,,MOH - Uganda,Bugisu,Namisindwa District,Magale Town Council,Magale (UCMB) Health Centre IV,adoijg0nE4u,Magale (UCMB) Health Centre IV,,,584.0,17.0,195.0,52.0,423.0,107.0,86.0,44.0,110.0,127.0,115.0,110.0,127.0,115.0,155.0,,,,,,,,,,,,,,,,,,,,,,1015.0,,,341.0,,434.0
202301,January 2023,202301,,MOH - Uganda,South Central,Lwengo District,Ndagwe Subcounty,Makondo Health Centre III,c4QCM3YpqqE,Makondo Health Centre III,,,621.0,11.0,,15.0,19.0,70.0,39.0,,34.0,46.0,40.0,32.0,46.0,40.0,32.0,,,,,,,,,,,,,,,,,,,,,,76.0,,,19.0,25.0,22.0
202301,January 2023,202301,,MOH - Uganda,North Central,Buikwe District,Kiyindi Town Council,Makonge Health Centre III,BIiLhy7eYLl,Makonge Health Centre III,,,700.0,232.0,92.0,32.0,156.0,200.0,,4.0,164.0,103.0,87.0,71.0,56.0,66.0,80.0,15.0,,,1.0,,,,211.0,,,72.0,,13.0,,,,2.0,2.0,,,30.0,113.0,,,156.0,140.0,240.0
202301,January 2023,202301,,MOH - Uganda,South Central,Lwengo District,Lwengo Subcounty,Mbirizi St. Francis Health Centre III,n3uHerzsnE1,Mbirizi St. Francis Health Centre III,,,1076.0,14.0,243.0,19.0,56.0,190.0,88.0,88.0,108.0,108.0,117.0,98.0,108.0,117.0,61.0,25.0,,,,,,,,,,,,,,,,,,,,,300.0,,,56.0,59.0,
202301,January 2023,202301,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Mbuye Health Centre II,Zf1t4djAYWx,Mbuye Health Centre II,,,478.0,3.0,92.0,7.0,34.0,64.0,23.0,23.0,32.0,12.0,18.0,14.0,20.0,26.0,33.0,,,,,,,,,,,,,,,,,,,,,,44.0,,,34.0,,
202301,January 2023,202301,,MOH - Uganda,South Central,Mpigi District,Buwama Town Council,Mitala-Maria Health Centre III,lF4U1Yzu0Ka,Mitala-Maria Health Centre III,,,327.0,6.0,57.0,12.0,50.0,77.0,30.0,30.0,61.0,52.0,36.0,34.0,40.0,28.0,32.0,,,,,,,,,,,,,,,,,,,,,,160.0,,,50.0,73.0,6.0
202301,January 2023,202301,,MOH - Uganda,Tooro,Bunyangabu District,Kyamukube Town Council,Mitandi Health Centre III,puvssItt4Qv,Mitandi Health Centre III,,,186.0,0.0,112.0,37.0,117.0,137.0,45.0,37.0,33.0,26.0,31.0,33.0,33.0,26.0,31.0,0.0,0.0,0.0,0.0,2.0,,47.0,156.0,,,164.0,,119.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1.0,0.0,117.0,109.0,48.0
202301,January 2023,202301,,MOH - Uganda,Busoga,Jinja District,Buwenge Subcounty,Muguluka Flep Health Centre II,Tjj8mXWAJKN,Muguluka Flep Health Centre II,,,447.0,10.0,,8.0,23.0,30.0,9.0,5.0,20.0,10.0,10.0,11.0,10.0,10.0,8.0,,,5.0,,,,30.0,21.0,,,,,,,,,,,,,34.0,,,,23.0,9.0,9.0
202301,January 2023,202301,,MOH - Uganda,North Central,Mukono District,Central Division,Mukono COU Hospital,MNzaqWsKyxO,Mukono COU Hospital,,,2966.0,318.0,526.0,105.0,197.0,483.0,92.0,124.0,189.0,85.0,108.0,102.0,102.0,118.0,136.0,0.0,,5.0,,13.0,,,59.0,,,10.0,,9.0,7.0,,,,,,,,235.0,,,197.0,80.0,0.0
202301,January 2023,202301,,MOH - Uganda,Bukedi,Butaleja District,Busaba Subcounty,Mulagi Health Centre III,udCPHdcVeb7,Mulagi Health Centre III,,,643.0,38.0,319.0,36.0,104.0,121.0,37.0,37.0,71.0,41.0,39.0,30.0,41.0,39.0,22.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,104.0,42.0,39.0
