periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-OA01. New attendance,105-OA02. Re-attendance,108-CI02. No. of admissions,105-MA04a. Deliveries in unit - Total,105-PN01a. Post Natal Attendances - Mother,105-AN05. Total ANC contacts/visits (New clients + Re-attendances),105-CL01. BCG,105-CL02. Protection At Birth for TT(PAB),105-CL07. IPV,105-CL11. PCV 1,105-CL12. PCV 2,105-CL13. PCV 3,105-CL14. Rotavirus 1 Vaccine,105-CL15. Rotavirus 2 Vaccine,105-CL16. Measles (MR1),105-CL17. Measles 2 (MR2),105-FP01. Oral. Lo-Femenal,105-FP02. Oral. Microgynon,105-FP03. Oral. Ovrette or another POP,105-FP04. Oral. Levonogesteral,105-FP05. Oral. Others,105-FP06. Injectable DMPA(IM)3 months,105-FP07. Injectable DMPA(SC) 3 months,105-FP08. Injection 2 months,105-FP09. Injection 1 month,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",105-FP11. 4 year implant (e.g. Sino plant),105-FP12. 5 year implant (e.g. Jadella),105-FP13. IUD-Copper-T,105-FP14. IUD-Hormonal,105-FP15. FAM-SDM method,105-FP16. FAM-LAM,105-FP17. FAM-Two Days Method,105-FP18. Emergency Contraceptive Pills users,105-FP19. Female Condoms,105-FP20. Male Condoms,105-HT06. Individuals Received HIV test results,105-MF01. Female sterilization (tubal ligation),105-MF02. Male sterilization (vasectomy),105-PN01b. Post Natal Attendances,105-CH01. Vit A supplement (1st Dose),105-CH02. Vit A supplement (2nd Dose)
202401,January 2024,202401,,MOH - Uganda,Busoga,Kamuli District,Nawanyago Subcounty,Bupadhengo Flep Health Centre II,Lgs45wMr4Ua,Bupadhengo Flep Health Centre II,,,293.0,26.0,,18.0,18.0,41.0,49.0,0.0,63.0,39.0,52.0,49.0,39.0,52.0,56.0,,,31.0,,7.0,,43.0,35.0,,,7.0,,3.0,,,,,,19.0,,89.0,,,,18.0,494.0,890.0
202401,January 2024,202401,,MOH - Uganda,Busoga,Namayingo District,Banda Subcounty,Busiro Church of God Health Centre III,s3KGtzqaMyJ,Busiro Church of God Health Centre III,,,355.0,,47.0,34.0,155.0,117.0,63.0,,64.0,41.0,37.0,38.0,32.0,44.0,38.0,,,,,2.0,,42.0,14.0,,,14.0,,5.0,,,,,,3.0,,1.0,179.0,,,144.0,,
202401,January 2024,202401,,MOH - Uganda,South Central,Masaka City,Nyendo-Mukungwe Division,Butende Health Centre III,S79Lcu8O003,Butende Health Centre III,,,244.0,8.0,77.0,20.0,34.0,53.0,1.0,1.0,20.0,20.0,20.0,10.0,20.0,20.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,82.0,,,34.0,67.0,25.0
202401,January 2024,202401,,MOH - Uganda,Busoga,Mayuge District,Buwaaya Subcounty,Buwaya Health Centre II,lCEffRvoU53,Buwaya Health Centre II,,,356.0,14.0,,25.0,25.0,85.0,28.0,28.0,66.0,35.0,34.0,31.0,35.0,34.0,25.0,15.0,,1.0,,1.0,,29.0,49.0,,,,,2.0,,,,,,2.0,,,,,,25.0,101.0,50.0
202401,January 2024,202401,,MOH - Uganda,South Central,Rakai District,Ddwaniro Subcounty,Buyamba Disp & Mu Health Centre III,ICMb8Mqt8ze,Buyamba Disp & Mu Health Centre III,,,587.0,2.0,,11.0,11.0,91.0,8.0,8.0,70.0,52.0,32.0,41.0,52.0,40.0,32.0,8.0,,,,,,,,,,,,,,,,,,,,,92.0,,,11.0,56.0,65.0
202401,January 2024,202401,,MOH - Uganda,Busoga,Buyende District,Buyanja Subcounty,Buyanja SDA Health Centre II,YYtjEbgJadL,Buyanja SDA Health Centre II,,,311.0,,,33.0,44.0,143.0,50.0,61.0,67.0,68.0,51.0,72.0,66.0,54.0,60.0,,,3.0,,,,20.0,40.0,,,,,5.0,1.0,,,,,1.0,10.0,30.0,,,,44.0,78.0,84.0
202401,January 2024,202401,,MOH - Uganda,South Central,Wakiso District,Kasanje Subcounty,Buyege Health Centre III,k2a3PCnnVdI,Buyege Health Centre III,,,844.0,5.0,83.0,20.0,30.0,102.0,81.0,81.0,129.0,59.0,57.0,73.0,63.0,55.0,89.0,,,,,,,,,,,,,,,,,,,,,,203.0,,,30.0,87.0,112.0
202401,January 2024,202401,,MOH - Uganda,South Central,Bukomansimbi District,Kibinge Subcounty,Buyoga Health Centre III,RlulmyGd2XY,Buyoga Health Centre III,,,350.0,,64.0,20.0,18.0,77.0,10.0,0.0,18.0,12.0,21.0,12.0,0.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,56.0,,,18.0,10.0,1.0
202401,January 2024,202401,,MOH - Uganda,Busoga,Jinja District,Busedde Subcounty,Bwidhabwangu Health Centre II,EUZupmOWTtg,Bwidhabwangu Health Centre II,,,215.0,64.0,,9.0,101.0,20.0,31.0,,34.0,24.0,34.0,26.0,24.0,34.0,18.0,2.0,,1.0,,1.0,,9.0,10.0,,,,,,,,,,,1.0,,16.0,,,,52.0,29.0,18.0
202401,January 2024,202401,,MOH - Uganda,North Central,Mityana District,Butayunja Subcounty,Cardinal Nsubuga Memorial Health Centre III,aNwwYe1P90o,Cardinal Nsubuga Memorial Health Centre III,,,128.0,3.0,28.0,11.0,34.0,30.0,4.0,,20.0,8.0,14.0,12.0,8.0,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,34.0,22.0,13.0
202401,January 2024,202401,,MOH - Uganda,Bukedi,Busia District,Dabani Subcounty,Dabani Hospital,AhDvE2o9F3L,Dabani Hospital,,,875.0,29.0,377.0,92.0,198.0,414.0,109.0,62.0,197.0,108.0,85.0,88.0,109.0,85.0,86.0,42.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,166.0,82.0
202401,January 2024,202401,,MOH - Uganda,South Central,Mpigi District,Kammengo Subcounty,Ggoli - St Yakobo Health Centre III,SzVYBCcGiM7,Ggoli - St Yakobo Health Centre III,,,522.0,10.0,85.0,16.0,56.0,81.0,19.0,43.0,55.0,28.0,27.0,30.0,28.0,27.0,31.0,,,,,,,,,,,,,,,,,,,,,,120.0,,,56.0,60.0,53.0
202401,January 2024,202401,,MOH - Uganda,North Central,Luwero District,Kikyusa Town Council,Holy Cross - Kikyusa Health Centre IV,fzBgyH6ixVC,Holy Cross - Kikyusa Health Centre IV,,,618.0,16.0,91.0,33.0,141.0,107.0,61.0,61.0,53.0,53.0,57.0,49.0,53.0,56.0,55.0,21.0,,,,,,,,,,,,,,,,,,,,,240.0,,,141.0,108.0,46.0
202401,January 2024,202401,,MOH - Uganda,North Central,Mityana District,Kalangaalo Subcounty,Holy Family Naluggi Health Centre II,HNMrtobhini,Holy Family Naluggi Health Centre II,,,60.0,2.0,8.0,,,8.0,26.0,26.0,44.0,36.0,30.0,44.0,36.0,30.0,41.0,,,,,,,,,,,,,,,,,,,,,,14.0,,,,31.0,
202401,January 2024,202401,,MOH - Uganda,Teso,Bukedea District,Kamutur Subcounty,Holy Innocent Health Centre III,TnIUAczx1Hq,Holy Innocent Health Centre III,,,356.0,13.0,79.0,,41.0,26.0,14.0,14.0,38.0,18.0,18.0,20.0,18.0,18.0,30.0,,1.0,2.0,1.0,1.0,,4.0,25.0,,,3.0,,1.0,,,,,,,,3.0,81.0,,,46.0,68.0,36.0
202401,January 2024,202401,,MOH - Uganda,Tooro,Fort Portal City,Fort Portal Central Division,Kabarole COU Hospital,gLhqifDs7hU,Kabarole COU Hospital,,,1309.0,48.0,173.0,30.0,30.0,170.0,29.0,,46.0,22.0,35.0,46.0,22.0,35.0,65.0,,,,,,,5.0,15.0,,,5.0,,1.0,,,,,,,,,,1.0,,30.0,43.0,77.0
202401,January 2024,202401,,MOH - Uganda,Bukedi,Butaleja District,Mazimasa Subcounty,Kabasa Memorial Hospital,Xm71SWWTqfb,Kabasa Memorial Hospital,,,45.0,0.0,46.0,7.0,29.0,38.0,24.0,24.0,24.0,23.0,27.0,24.0,23.0,27.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,29.0,13.0,
202401,January 2024,202401,,MOH - Uganda,Tooro,Kamwenge District,Kabuga Town Council,Kabuga Health Centre III,JiXMZzyWhUb,Kabuga Health Centre III,,,122.0,3.0,90.0,36.0,58.0,140.0,23.0,,31.0,31.0,32.0,33.0,31.0,32.0,32.0,2.0,,,,,,19.0,,,,6.0,,,,,,,,,,,129.0,,,58.0,47.0,2.0
202401,January 2024,202401,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kagorogoro Dispensary Health Centre II,yWHTUO9adBP,Kagorogoro Dispensary Health Centre II,,,331.0,209.0,17.0,2.0,2.0,17.0,8.0,,14.0,14.0,24.0,24.0,14.0,23.0,23.0,,,2.0,1.0,1.0,,5.0,13.0,,,1.0,,,,,,,,1.0,,170.0,,,,2.0,47.0,17.0
202401,January 2024,202401,,MOH - Uganda,North Central,Mityana District,Maanyi Subcounty,Kambaala Health Centre III,a3KGKqpABTy,Kambaala Health Centre III,,,186.0,6.0,12.0,6.0,24.0,32.0,9.0,,26.0,13.0,14.0,18.0,13.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,76.0,,,13.0,17.0,10.0
202401,January 2024,202401,,MOH - Uganda,North Central,Kayunga District,Kangulumira Town Council,Kangulumira Mission Health Centre II,VOCTQo2VfWF,Kangulumira Mission Health Centre II,,,137.0,50.0,,14.0,25.0,30.0,59.0,42.0,100.0,52.0,56.0,48.0,52.0,56.0,61.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,25.0,97.0,212.0
202401,January 2024,202401,,MOH - Uganda,North Central,Nakaseke District,Kapeeka Subcounty,Kapeeka Health Centre III,jloriHnudvr,Kapeeka Health Centre III,,,439.0,,95.0,64.0,32.0,380.0,82.0,,76.0,62.0,38.0,30.0,70.0,52.0,78.0,,,,,,,10.0,,,,,,47.0,8.0,,,,,,,,423.0,1.0,,30.0,78.0,
202401,January 2024,202401,,MOH - Uganda,North Central,Mukono District,Kasawo Subcounty,Kasawo Mission Health Centre III,lVDEXK2iWmp,Kasawo Mission Health Centre III,,,500.0,523.0,52.0,17.0,61.0,97.0,37.0,19.0,45.0,45.0,30.0,37.0,36.0,30.0,46.0,,,,,,,,,,,,,,,,,,,,,,120.0,,,61.0,160.0,27.0
202401,January 2024,202401,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Katikamu Kisuule (The Good Samaritan) Health Centre II,a4QdFgngSuD,Katikamu Kisuule (The Good Samaritan) Health Centre II,,,121.0,11.0,19.0,6.0,19.0,17.0,6.0,6.0,25.0,13.0,10.0,10.0,15.0,14.0,11.0,5.0,,,,,,,,,,,,,,,,,,,,,83.0,,,19.0,65.0,79.0
202401,January 2024,202401,,MOH - Uganda,South Central,Sembabule District,Mateete Subcounty,Katimba Health Centre III,sTlap0cwcNo,Katimba Health Centre III,,,106.0,0.0,13.0,29.0,94.0,61.0,53.0,42.0,43.0,43.0,47.0,45.0,43.0,47.0,41.0,21.0,,,,,,,,,,,,,,,,,,,,,54.0,,,94.0,2532.0,
202401,January 2024,202401,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Kayayumbe Health Centre II,VC8mMNDQFJ8,Kayayumbe Health Centre II,,,316.0,5.0,49.0,7.0,26.0,18.0,15.0,15.0,11.0,19.0,12.0,11.0,19.0,12.0,17.0,2.0,,,,,,,,,,,,,,,13.0,9.0,,,,,,,,26.0,28.0,
202401,January 2024,202401,,MOH - Uganda,Tooro,Kasese District,Kinyamaseke Town Council,Kinyamaseke Health Centre III,YGIoDeKaKA5,Kinyamaseke Health Centre III,,,344.0,0.0,430.0,45.0,45.0,354.0,61.0,,132.0,76.0,81.0,75.0,54.0,55.0,61.0,17.0,,8.0,,,,72.0,92.0,,,107.0,,88.0,4.0,,,,,10.0,,,218.0,,,45.0,114.0,81.0
202401,January 2024,202401,,MOH - Uganda,North Central,Kassanda District,Bukuya Subcounty,Kitokolo Health Centre II,LoLoHmDsEna,Kitokolo Health Centre II,,,203.0,2.0,,5.0,15.0,,17.0,,22.0,24.0,42.0,23.0,24.0,42.0,28.0,,,,,1.0,,4.0,4.0,,,2.0,,,,,,,,1.0,,5.0,26.0,,,15.0,89.0,59.0
202401,January 2024,202401,,MOH - Uganda,South Central,Wakiso District,Masulita Town Council,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,BzFOI8BjIMz,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,,,371.0,50.0,77.0,13.0,85.0,37.0,25.0,25.0,27.0,27.0,23.0,26.0,27.0,23.0,17.0,,0.0,,,,,,,,,,,,,,,,,,,,69.0,,,85.0,44.0,23.0
202401,January 2024,202401,,MOH - Uganda,South Central,Mpigi District,Mpigi Town Council,Kkonge St. Luke Health Centre III,yC5rgTEjfVO,Kkonge St. Luke Health Centre III,,,95.0,,20.0,4.0,14.0,13.0,2.0,,3.0,2.0,4.0,3.0,2.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,5.0,,,14.0,41.0,
202401,January 2024,202401,,MOH - Uganda,Tooro,Kamwenge District,Kahunge Town Council,Kyabenda Health Centre III,qMBXDpWSarC,Kyabenda Health Centre III,,,246.0,2.0,155.0,58.0,133.0,184.0,20.0,20.0,34.0,20.0,38.0,34.0,20.0,38.0,41.0,4.0,,10.0,,,,79.0,87.0,,,34.0,,20.0,10.0,,,,,,,,58.0,,,133.0,73.0,23.0
202401,January 2024,202401,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kyakatara Health Centre III,wmzTMo2sIKx,Kyakatara Health Centre III,,,225.0,,72.0,21.0,82.0,82.0,47.0,47.0,55.0,30.0,27.0,25.0,30.0,27.0,16.0,,,,,,,,,,,,,,,,,18.0,,,,,153.0,,,81.0,10.0,13.0
202401,January 2024,202401,,MOH - Uganda,South Central,Lwengo District,Kisekka Subcounty,Kyamaganda Health Centre III,K1Qvy9fVY22,Kyamaganda Health Centre III,,,182.0,3.0,46.0,14.0,68.0,35.0,13.0,11.0,11.0,16.0,9.0,11.0,16.0,9.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,240.0,,,68.0,66.0,29.0
202401,January 2024,202401,,MOH - Uganda,North Central,Kassanda District,Nalutuntu Subcounty,Kyanamugera Health Centre II,oUhXrWJEwRI,Kyanamugera Health Centre II,,,326.0,12.0,,2.0,231.0,18.0,35.0,62.0,82.0,41.0,138.0,42.0,41.0,38.0,48.0,30.0,,,,,,7.0,6.0,,,2.0,,,,,,64.0,,,,7.0,19.0,,,231.0,282.0,212.0
202401,January 2024,202401,,MOH - Uganda,Busoga,Mayuge District,Bukatube Subcounty,Kyando Health Centre II,FPENxnEHmc7,Kyando Health Centre II,,,204.0,10.0,,10.0,10.0,51.0,19.0,4.0,23.0,19.0,19.0,13.0,19.0,9.0,15.0,,,2.0,,,,2.0,42.0,,,4.0,,,,,,,,,,,,,,10.0,13.0,
202401,January 2024,202401,,MOH - Uganda,South Central,Kyotera District,Kalisizo Subcounty,Kyango Health Centre III,KHwThSaTX0L,Kyango Health Centre III,,,810.0,60.0,133.0,22.0,24.0,43.0,17.0,,18.0,9.0,18.0,9.0,9.0,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,24.0,19.0,
202401,January 2024,202401,,MOH - Uganda,North Central,Mityana District,Central Division,Lulagala Health Centre III,f5lLaEQlPzM,Lulagala Health Centre III,,,292.0,2.0,17.0,8.0,17.0,53.0,7.0,7.0,15.0,9.0,7.0,7.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,3.0,,127.0,22.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,0.0,0.0,17.0,157.0,0.0
202401,January 2024,202401,,MOH - Uganda,Teso,Kalaki District,Otuboi Subcounty,Lwala Hospital,UdkpzjDtHXu,Lwala Hospital,,,459.0,192.0,350.0,82.0,156.0,196.0,85.0,85.0,63.0,33.0,33.0,33.0,33.0,36.0,29.0,,,,,,,,,,,,,,,,,,,,,,506.0,,,156.0,44.0,
202401,January 2024,202401,,MOH - Uganda,South Central,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Ngo Health Centre II,ml9Ztrc35ZD,Lwamaggwa Ngo Health Centre II,,,424.0,80.0,75.0,31.0,41.0,93.0,12.0,,11.0,11.0,5.0,6.0,9.0,4.0,9.0,,,,,,,,,,,,,,,,,29.0,,,,,125.0,,,41.0,12.0,
202401,January 2024,202401,,MOH - Uganda,South Central,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Ngo Health Centre III,GGccoyznKwM,Lwebitakuli Ngo Health Centre III,,,799.0,5.0,179.0,7.0,,50.0,51.0,,113.0,64.0,56.0,49.0,64.0,56.0,58.0,19.0,,,,,,,,,,,,,,,,,,,,,74.0,,,,53.0,153.0
202401,January 2024,202401,,MOH - Uganda,Bugisu,Namisindwa District,Magale Town Council,Magale (UCMB) Health Centre IV,adoijg0nE4u,Magale (UCMB) Health Centre IV,,,485.0,,171.0,57.0,213.0,256.0,135.0,74.0,134.0,155.0,132.0,134.0,155.0,132.0,132.0,4.0,,,,,,,,,,,,,,,,,,,,,491.0,,,210.0,1850.0,
202401,January 2024,202401,,MOH - Uganda,South Central,Lwengo District,Ndagwe Subcounty,Makondo Health Centre III,c4QCM3YpqqE,Makondo Health Centre III,,,511.0,7.0,,17.0,25.0,94.0,40.0,,45.0,48.0,35.0,32.0,46.0,35.0,28.0,,,,,,,,,,,,,,,,,,,,,,91.0,,,25.0,68.0,61.0
202401,January 2024,202401,,MOH - Uganda,North Central,Buikwe District,Kiyindi Town Council,Makonge Health Centre III,BIiLhy7eYLl,Makonge Health Centre III,,,578.0,271.0,76.0,19.0,108.0,219.0,67.0,20.0,68.0,76.0,58.0,54.0,78.0,49.0,60.0,5.0,,6.0,,,,1.0,155.0,,,16.0,,48.0,20.0,,,,,,,27.0,168.0,,,108.0,107.0,3.0
202401,January 2024,202401,,MOH - Uganda,South Central,Lwengo District,Lwengo Subcounty,Mbirizi St. Francis Health Centre III,n3uHerzsnE1,Mbirizi St. Francis Health Centre III,,,855.0,17.0,174.0,20.0,74.0,175.0,79.0,79.0,105.0,105.0,107.0,92.0,105.0,107.0,72.0,34.0,,,,,,,,,,,,,,,,,,,,,220.0,,,74.0,247.0,
202401,January 2024,202401,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Mbuye Health Centre II,Zf1t4djAYWx,Mbuye Health Centre II,,,442.0,,61.0,24.0,24.0,40.0,,2.0,26.0,16.0,9.0,10.0,16.0,12.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,51.0,,,24.0,,
202401,January 2024,202401,,MOH - Uganda,South Central,Mpigi District,Buwama Town Council,Mitala-Maria Health Centre III,lF4U1Yzu0Ka,Mitala-Maria Health Centre III,,,1984.0,13.0,138.0,11.0,24.0,85.0,9.0,2.0,29.0,27.0,25.0,34.0,25.0,19.0,14.0,,,,,,,,,,,,,,,,,10.0,,,,,189.0,,,29.0,88.0,1.0
202401,January 2024,202401,,MOH - Uganda,Tooro,Bunyangabu District,Kyamukube Town Council,Mitandi Health Centre III,puvssItt4Qv,Mitandi Health Centre III,,,198.0,0.0,99.0,50.0,173.0,105.0,51.0,51.0,24.0,28.0,37.0,24.0,28.0,35.0,23.0,,,,,6.0,,25.0,101.0,,,90.0,,70.0,9.0,,,,,,8.0,,95.0,,,121.0,145.0,123.0
202401,January 2024,202401,,MOH - Uganda,Busoga,Jinja District,Buwenge Subcounty,Muguluka Flep Health Centre II,Tjj8mXWAJKN,Muguluka Flep Health Centre II,,,257.0,0.0,,3.0,22.0,26.0,5.0,,7.0,7.0,6.0,9.0,7.0,6.0,8.0,,,,,,,8.0,6.0,,,,,,,,,,,,,9.0,12.0,,,22.0,8.0,8.0
202401,January 2024,202401,,MOH - Uganda,North Central,Mukono District,Central Division,Mukono COU Hospital,MNzaqWsKyxO,Mukono COU Hospital,,,2265.0,3347.0,296.0,77.0,241.0,441.0,128.0,125.0,222.0,211.0,160.0,172.0,210.0,173.0,189.0,,,3.0,,,,56.0,,,,34.0,,5.0,17.0,,,,,,,,495.0,,,241.0,47.0,69.0
