periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-OA01. New attendance,105-OA02. Re-attendance,108-CI02. No. of admissions,105-MA04a. Deliveries in unit - Total,105-PN01a. Post Natal Attendances - Mother,105-AN05. Total ANC contacts/visits (New clients + Re-attendances),105-CL01. BCG,105-CL02. Protection At Birth for TT(PAB),105-CL07. IPV,105-CL11. PCV 1,105-CL12. PCV 2,105-CL13. PCV 3,105-CL14. Rotavirus 1 Vaccine,105-CL15. Rotavirus 2 Vaccine,105-CL16. Measles (MR1),105-CL17. Measles 2 (MR2),105-FP01. Oral. Lo-Femenal,105-FP02. Oral. Microgynon,105-FP03. Oral. Ovrette or another POP,105-FP04. Oral. Levonogesteral,105-FP05. Oral. Others,105-FP06. Injectable DMPA(IM)3 months,105-FP07. Injectable DMPA(SC) 3 months,105-FP08. Injection 2 months,105-FP09. Injection 1 month,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",105-FP11. 4 year implant (e.g. Sino plant),105-FP12. 5 year implant (e.g. Jadella),105-FP13. IUD-Copper-T,105-FP14. IUD-Hormonal,105-FP15. FAM-SDM method,105-FP16. FAM-LAM,105-FP17. FAM-Two Days Method,105-FP18. Emergency Contraceptive Pills users,105-FP19. Female Condoms,105-FP20. Male Condoms,105-HT06. Individuals Received HIV test results,105-MF01. Female sterilization (tubal ligation),105-MF02. Male sterilization (vasectomy),105-PN01b. Post Natal Attendances,105-CH01. Vit A supplement (1st Dose),105-CH02. Vit A supplement (2nd Dose)
202101,January 2021,202101,,MOH - Uganda,South Central,Rakai District,Ddwaniro Subcounty,Buyamba Disp & Mu Health Centre III,ICMb8Mqt8ze,Buyamba Disp & Mu Health Centre III,,,696.0,7.0,,21.0,67.0,86.0,38.0,35.0,33.0,31.0,27.0,36.0,21.0,24.0,21.0,,,,,,,,,,,,,,,,10.0,24.0,9.0,,,,147.0,,,67.0,18.0,46.0
202101,January 2021,202101,,MOH - Uganda,Busoga,Buyende District,Buyanja Subcounty,Buyanja SDA Health Centre II,YYtjEbgJadL,Buyanja SDA Health Centre II,,,302.0,,,38.0,38.0,243.0,69.0,69.0,52.0,65.0,59.0,52.0,62.0,60.0,45.0,,,,,,,57.0,53.0,0.0,,28.0,,21.0,22.0,,,,,,2.0,60.0,,,,42.0,69.0,50.0
202101,January 2021,202101,,MOH - Uganda,South Central,Wakiso District,Kasanje Subcounty,Buyege Health Centre III,k2a3PCnnVdI,Buyege Health Centre III,,,733.0,4.0,252.0,25.0,16.0,110.0,51.0,53.0,50.0,61.0,63.0,53.0,62.0,65.0,57.0,,,,,,,,,,,,,,,,,,,,,,120.0,,,16.0,82.0,17.0
202101,January 2021,202101,,MOH - Uganda,South Central,Bukomansimbi District,Kibinge Subcounty,Buyoga Health Centre III,RlulmyGd2XY,Buyoga Health Centre III,,,539.0,0.0,81.0,30.0,68.0,90.0,30.0,30.0,5.0,25.0,23.0,10.0,16.0,12.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,73.0,,,68.0,4.0,
202101,January 2021,202101,,MOH - Uganda,Busoga,Jinja District,Busedde Subcounty,Bwidhabwangu Health Centre II,EUZupmOWTtg,Bwidhabwangu Health Centre II,,,602.0,11.0,,4.0,56.0,33.0,31.0,,16.0,31.0,23.0,16.0,31.0,23.0,26.0,,,6.0,,,,9.0,14.0,,,,,,,,,,,,,9.0,13.0,,,56.0,36.0,2.0
202101,January 2021,202101,,MOH - Uganda,North Central,Mityana District,Butayunja Subcounty,Cardinal Nsubuga Memorial Health Centre III,aNwwYe1P90o,Cardinal Nsubuga Memorial Health Centre III,,,102.0,,29.0,13.0,33.0,41.0,10.0,,17.0,8.0,15.0,17.0,8.0,15.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,22.0,48.0
202101,January 2021,202101,,MOH - Uganda,Bukedi,Busia District,Dabani Subcounty,Dabani Hospital,AhDvE2o9F3L,Dabani Hospital,,,736.0,64.0,364.0,94.0,41.0,296.0,98.0,98.0,51.0,70.0,70.0,54.0,70.0,70.0,49.0,,,,,,,,,,,,,,,,,,,,,,166.0,3.0,,35.0,123.0,124.0
202101,January 2021,202101,,MOH - Uganda,South Central,Mpigi District,Kammengo Subcounty,Ggoli - St Yakobo Health Centre III,SzVYBCcGiM7,Ggoli - St Yakobo Health Centre III,,,363.0,14.0,33.0,28.0,55.0,54.0,47.0,47.0,29.0,33.0,30.0,29.0,33.0,30.0,32.0,,,,,,,,,,,,,,,,,,,,,,143.0,,,66.0,,112.0
202101,January 2021,202101,,MOH - Uganda,North Central,Luwero District,Kikyusa Town Council,Holy Cross - Kikyusa Health Centre IV,fzBgyH6ixVC,Holy Cross - Kikyusa Health Centre IV,,,477.0,166.0,102.0,24.0,48.0,93.0,44.0,42.0,30.0,51.0,39.0,35.0,43.0,45.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,146.0,,,47.0,207.0,45.0
202101,January 2021,202101,,MOH - Uganda,North Central,Mityana District,Kalangaalo Subcounty,Holy Family Naluggi Health Centre II,HNMrtobhini,Holy Family Naluggi Health Centre II,,,68.0,9.0,13.0,4.0,3.0,26.0,27.0,27.0,10.0,9.0,11.0,10.0,9.0,11.0,9.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,3.0,25.0,
202101,January 2021,202101,,MOH - Uganda,Teso,Bukedea District,Kamutur Subcounty,Holy Innocent Health Centre III,TnIUAczx1Hq,Holy Innocent Health Centre III,,,119.0,1.0,,7.0,39.0,19.0,13.0,13.0,13.0,12.0,18.0,13.0,12.0,18.0,15.0,,,8.0,,,,13.0,31.0,,,,,1.0,,,,,,,,,42.0,,,39.0,28.0,1.0
202101,January 2021,202101,,MOH - Uganda,Tooro,Fort Portal City,Fort Portal Central Division,Kabarole COU Hospital,gLhqifDs7hU,Kabarole COU Hospital,,,1089.0,89.0,196.0,17.0,79.0,146.0,36.0,,32.0,58.0,43.0,32.0,58.0,43.0,31.0,,,,,,,,20.0,,,3.0,,,2.0,,,,,,,,131.0,,,79.0,32.0,86.0
202101,January 2021,202101,,MOH - Uganda,Bukedi,Butaleja District,Mazimasa Subcounty,Kabasa Memorial Hospital,Xm71SWWTqfb,Kabasa Memorial Hospital,,,17.0,0.0,96.0,10.0,34.0,83.0,12.0,12.0,18.0,15.0,18.0,15.0,15.0,18.0,10.0,0.0,,,,,,1.0,,,,,,,,,,,,,1.0,,22.0,,,34.0,17.0,
202101,January 2021,202101,,MOH - Uganda,Tooro,Kamwenge District,Kabuga Town Council,Kabuga Health Centre III,JiXMZzyWhUb,Kabuga Health Centre III,,,198.0,2.0,108.0,28.0,65.0,238.0,43.0,,48.0,63.0,40.0,49.0,63.0,40.0,39.0,2.0,,,,,,18.0,3.0,,,12.0,,9.0,,,,,,1.0,,,200.0,,,65.0,92.0,14.0
202101,January 2021,202101,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kagorogoro Dispensary Health Centre II,yWHTUO9adBP,Kagorogoro Dispensary Health Centre II,,,76.0,3.0,4.0,,,3.0,11.0,11.0,25.0,21.0,16.0,25.0,21.0,16.0,21.0,,,1.0,,,,,14.0,,,1.0,,,,,,,,2.0,,25.0,10.0,,,,97.0,
202101,January 2021,202101,,MOH - Uganda,North Central,Mityana District,Maanyi Subcounty,Kambaala Health Centre III,a3KGKqpABTy,Kambaala Health Centre III,,,238.0,,12.0,4.0,9.0,37.0,12.0,,9.0,13.0,18.0,9.0,9.0,18.0,11.0,,,,,,,,,,,,,,,,,,,,,,53.0,,,9.0,38.0,19.0
202101,January 2021,202101,,MOH - Uganda,North Central,Kayunga District,Kangulumira Town Council,Kangulumira Mission Health Centre II,VOCTQo2VfWF,Kangulumira Mission Health Centre II,,,178.0,10.0,,3.0,25.0,8.0,24.0,26.0,56.0,55.0,50.0,56.0,55.0,50.0,67.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,25.0,93.0,79.0
202101,January 2021,202101,,MOH - Uganda,North Central,Nakaseke District,Kapeeka Subcounty,Kapeeka Health Centre III,jloriHnudvr,Kapeeka Health Centre III,,,515.0,,67.0,40.0,36.0,207.0,41.0,12.0,28.0,66.0,49.0,29.0,65.0,48.0,49.0,,,,,,,12.0,3.0,,,11.0,,18.0,1.0,,,,,,,,141.0,1.0,,36.0,,
202101,January 2021,202101,,MOH - Uganda,North Central,Mukono District,Kasawo Subcounty,Kasawo Mission Health Centre III,lVDEXK2iWmp,Kasawo Mission Health Centre III,,,275.0,153.0,23.0,,,57.0,36.0,,40.0,47.0,39.0,40.0,47.0,39.0,41.0,,,,,,,,,,,,,,,,,,,,,,34.0,,,,102.0,41.0
202101,January 2021,202101,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Katikamu Kisuule (The Good Samaritan) Health Centre II,a4QdFgngSuD,Katikamu Kisuule (The Good Samaritan) Health Centre II,,,232.0,4.0,17.0,2.0,25.0,27.0,4.0,4.0,9.0,10.0,12.0,9.0,10.0,12.0,13.0,,,,,,,,,,,,,,,,,,,,,,74.0,,,25.0,170.0,156.0
202101,January 2021,202101,,MOH - Uganda,South Central,Sembabule District,Mateete Subcounty,Katimba Health Centre III,sTlap0cwcNo,Katimba Health Centre III,,,1653.0,,47.0,20.0,64.0,58.0,11.0,0.0,18.0,20.0,12.0,15.0,19.0,10.0,22.0,,,,,,,,,,,,,,,,,,,,,,67.0,,,64.0,10.0,
202101,January 2021,202101,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Kayayumbe Health Centre II,VC8mMNDQFJ8,Kayayumbe Health Centre II,,,608.0,13.0,58.0,6.0,16.0,51.0,10.0,10.0,19.0,20.0,16.0,17.0,11.0,10.0,14.0,4.0,,,,,,,,,,,,,,,,,,,,,18.0,,,16.0,15.0,
202101,January 2021,202101,,MOH - Uganda,Tooro,Kasese District,Kinyamaseke Town Council,Kinyamaseke Health Centre III,YGIoDeKaKA5,Kinyamaseke Health Centre III,,,417.0,0.0,274.0,65.0,65.0,387.0,70.0,,66.0,77.0,48.0,41.0,68.0,56.0,75.0,,,,,,,7.0,20.0,,,53.0,,99.0,,6.0,26.0,,,1.0,,,43.0,1.0,1.0,1.0,99.0,
202101,January 2021,202101,,MOH - Uganda,North Central,Kassanda District,Bukuya Subcounty,Kitokolo Health Centre II,LoLoHmDsEna,Kitokolo Health Centre II,,,306.0,,,7.0,6.0,43.0,26.0,,24.0,34.0,26.0,26.0,34.0,24.0,23.0,,,,,,,9.0,,,,,,,,,,,,2.0,,,14.0,,,6.0,63.0,
202101,January 2021,202101,,MOH - Uganda,South Central,Wakiso District,Masulita Town Council,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,BzFOI8BjIMz,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,,,275.0,52.0,39.0,7.0,28.0,29.0,10.0,,13.0,9.0,23.0,13.0,9.0,23.0,14.0,,,,,,,,,,,,,,,,,,,,,,38.0,,,36.0,10.0,1.0
202101,January 2021,202101,,MOH - Uganda,South Central,Mpigi District,Mpigi Town Council,Kkonge St. Luke Health Centre III,yC5rgTEjfVO,Kkonge St. Luke Health Centre III,,,144.0,0.0,69.0,15.0,,19.0,9.0,9.0,4.0,3.0,4.0,4.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,,8.0,10.0
202101,January 2021,202101,,MOH - Uganda,Tooro,Kamwenge District,Kahunge Town Council,Kyabenda Health Centre III,qMBXDpWSarC,Kyabenda Health Centre III,,,366.0,4.0,248.0,63.0,176.0,143.0,28.0,,50.0,36.0,44.0,50.0,36.0,,36.0,,,,,,,72.0,70.0,,,63.0,,18.0,20.0,,,,,,,,92.0,,,176.0,187.0,188.0
202101,January 2021,202101,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kyakatara Health Centre III,wmzTMo2sIKx,Kyakatara Health Centre III,,,172.0,,77.0,35.0,103.0,68.0,35.0,19.0,17.0,20.0,19.0,17.0,20.0,19.0,26.0,,,,,,,,,,,,,,,,,19.0,,,,,78.0,,,103.0,61.0,4.0
202101,January 2021,202101,,MOH - Uganda,South Central,Lwengo District,Kisekka Subcounty,Kyamaganda Health Centre III,K1Qvy9fVY22,Kyamaganda Health Centre III,,,157.0,3.0,77.0,12.0,12.0,29.0,15.0,15.0,16.0,16.0,15.0,16.0,16.0,15.0,18.0,,,,,,,,,,,,,,,,,,,,,,78.0,,,12.0,22.0,7.0
202101,January 2021,202101,,MOH - Uganda,North Central,Kassanda District,Nalutuntu Subcounty,Kyanamugera Health Centre II,oUhXrWJEwRI,Kyanamugera Health Centre II,,,176.0,160.0,,2.0,79.0,11.0,40.0,40.0,20.0,25.0,19.0,20.0,25.0,19.0,39.0,,,4.0,4.0,,,14.0,9.0,,,5.0,,5.0,2.0,,,,,,,5.0,67.0,,,79.0,143.0,19.0
202101,January 2021,202101,,MOH - Uganda,Busoga,Mayuge District,Bukatube Subcounty,Kyando Health Centre II,FPENxnEHmc7,Kyando Health Centre II,,,367.0,57.0,,10.0,8.0,76.0,21.0,1.0,15.0,17.0,33.0,22.0,6.0,3.0,9.0,,,,,,,13.0,32.0,,,10.0,,,4.0,,,,,,,11.0,,,,8.0,53.0,
202101,January 2021,202101,,MOH - Uganda,South Central,Kyotera District,Kalisizo Subcounty,Kyango Health Centre III,KHwThSaTX0L,Kyango Health Centre III,,,758.0,32.0,137.0,9.0,10.0,32.0,5.0,,12.0,11.0,10.0,12.0,11.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,19.0,,,10.0,25.0,21.0
202101,January 2021,202101,,MOH - Uganda,North Central,Mityana District,Central Division,Lulagala Health Centre III,f5lLaEQlPzM,Lulagala Health Centre III,,,,,63.0,16.0,18.0,57.0,13.0,2.0,9.0,9.0,10.0,9.0,9.0,12.0,8.0,,,6.0,,,,39.0,18.0,,,56.0,,24.0,,,,,,,,9.0,75.0,,,18.0,110.0,
202101,January 2021,202101,,MOH - Uganda,Teso,Kalaki District,Otuboi Subcounty,Lwala Hospital,UdkpzjDtHXu,Lwala Hospital,,,507.0,115.0,294.0,59.0,133.0,136.0,55.0,55.0,48.0,43.0,38.0,48.0,44.0,42.0,31.0,,,,,,,,,,,,,,,,,,,,,,282.0,,,133.0,49.0,6.0
202101,January 2021,202101,,MOH - Uganda,South Central,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Ngo Health Centre II,ml9Ztrc35ZD,Lwamaggwa Ngo Health Centre II,,,313.0,77.0,81.0,5.0,16.0,61.0,6.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,,,,,,,,,,,,,,,,5.0,,,,,,147.0,,,16.0,27.0,
202101,January 2021,202101,,MOH - Uganda,South Central,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Ngo Health Centre III,GGccoyznKwM,Lwebitakuli Ngo Health Centre III,,,797.0,13.0,149.0,13.0,17.0,59.0,58.0,0.0,49.0,59.0,55.0,42.0,57.0,55.0,49.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,17.0,36.0,1.0
202101,January 2021,202101,,MOH - Uganda,Bugisu,Namisindwa District,Magale Town Council,Magale (UCMB) Health Centre IV,adoijg0nE4u,Magale (UCMB) Health Centre IV,,,734.0,9.0,336.0,147.0,283.0,360.0,103.0,13.0,99.0,118.0,106.0,99.0,118.0,106.0,127.0,,,,,,,,,,,,,,,,,,,,,,294.0,4.0,,283.0,,333.0
202101,January 2021,202101,,MOH - Uganda,South Central,Lwengo District,Ndagwe Subcounty,Makondo Health Centre III,c4QCM3YpqqE,Makondo Health Centre III,,,468.0,19.0,,6.0,134.0,98.0,31.0,,36.0,54.0,36.0,35.0,27.0,36.0,24.0,,,,,,,,,,,,,,,,,,,,,,174.0,,,78.0,47.0,
202101,January 2021,202101,,MOH - Uganda,North Central,Buikwe District,Kiyindi Town Council,Makonge Health Centre III,BIiLhy7eYLl,Makonge Health Centre III,,,589.0,267.0,84.0,37.0,112.0,235.0,87.0,23.0,85.0,127.0,73.0,81.0,127.0,76.0,84.0,2.0,,3.0,,,,15.0,88.0,,,101.0,,125.0,14.0,,,,,,,21.0,159.0,,,112.0,105.0,41.0
202101,January 2021,202101,,MOH - Uganda,South Central,Lwengo District,Lwengo Subcounty,Mbirizi St. Francis Health Centre III,n3uHerzsnE1,Mbirizi St. Francis Health Centre III,,,950.0,44.0,104.0,27.0,29.0,208.0,63.0,60.0,53.0,61.0,48.0,53.0,61.0,48.0,69.0,,,,,,,,,,,,,,,,,,,,,,551.0,,,29.0,43.0,7.0
202101,January 2021,202101,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Mbuye Health Centre II,Zf1t4djAYWx,Mbuye Health Centre II,,,568.0,42.0,66.0,12.0,52.0,40.0,17.0,,23.0,23.0,19.0,18.0,22.0,21.0,48.0,1.0,,,,,,,,,,,,,,,,6.0,,,,,92.0,,,52.0,13.0,20.0
202101,January 2021,202101,,MOH - Uganda,South Central,Mpigi District,Buwama Town Council,Mitala-Maria Health Centre III,lF4U1Yzu0Ka,Mitala-Maria Health Centre III,,,378.0,21.0,85.0,17.0,50.0,96.0,0.0,10.0,35.0,42.0,42.0,35.0,42.0,42.0,39.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,50.0,16.0,24.0
202101,January 2021,202101,,MOH - Uganda,Tooro,Bunyangabu District,Kyamukube Town Council,Mitandi Health Centre III,puvssItt4Qv,Mitandi Health Centre III,,,307.0,3.0,121.0,50.0,175.0,180.0,27.0,,37.0,27.0,24.0,37.0,27.0,24.0,16.0,,,,,,,4.0,22.0,,,30.0,,16.0,,,,,,,,,28.0,,,75.0,45.0,3.0
202101,January 2021,202101,,MOH - Uganda,Busoga,Jinja District,Buwenge Subcounty,Muguluka Flep Health Centre II,Tjj8mXWAJKN,Muguluka Flep Health Centre II,,,411.0,27.0,,13.0,31.0,28.0,12.0,7.0,9.0,13.0,7.0,9.0,8.0,5.0,12.0,,,,,3.0,,9.0,14.0,,,1.0,,,,,,,,,,28.0,,,,31.0,8.0,
202101,January 2021,202101,,MOH - Uganda,North Central,Mukono District,Central Division,Mukono COU Hospital,MNzaqWsKyxO,Mukono COU Hospital,,,1348.0,122.0,243.0,77.0,178.0,453.0,92.0,92.0,147.0,138.0,136.0,155.0,141.0,136.0,120.0,,,8.0,,4.0,,48.0,4.0,,,91.0,,10.0,21.0,,,,,,,,356.0,,,119.0,42.0,162.0
202101,January 2021,202101,,MOH - Uganda,Bukedi,Butaleja District,Busaba Subcounty,Mulagi Health Centre III,udCPHdcVeb7,Mulagi Health Centre III,,,328.0,29.0,120.0,39.0,94.0,152.0,14.0,14.0,32.0,38.0,29.0,32.0,38.0,28.0,33.0,,,,,,,,,,,,,,,,,,,,,,144.0,,,94.0,52.0,26.0
202101,January 2021,202101,,MOH - Uganda,North Central,Luwero District,Bamunanika Subcounty,Mulajje Health Centre III,zqfPMKhrHd1,Mulajje Health Centre III,,,290.0,41.0,,6.0,10.0,19.0,26.0,14.0,23.0,10.0,18.0,21.0,24.0,12.0,23.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,10.0,85.0,52.0
