periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-OA01. New attendance,105-OA02. Re-attendance,108-CI02. No. of admissions,105-MA04a. Deliveries in unit - Total,105-PN01a. Post Natal Attendances - Mother,105-AN05. Total ANC contacts/visits (New clients + Re-attendances),105-CL01. BCG,105-CL02. Protection At Birth for TT(PAB),105-CL07. IPV,105-CL11. PCV 1,105-CL12. PCV 2,105-CL13. PCV 3,105-CL14. Rotavirus 1 Vaccine,105-CL15. Rotavirus 2 Vaccine,105-CL16. Measles (MR1),105-CL17. Measles 2 (MR2),105-FP01. Oral. Lo-Femenal,105-FP02. Oral. Microgynon,105-FP03. Oral. Ovrette or another POP,105-FP04. Oral. Levonogesteral,105-FP05. Oral. Others,105-FP06. Injectable DMPA(IM)3 months,105-FP07. Injectable DMPA(SC) 3 months,105-FP08. Injection 2 months,105-FP09. Injection 1 month,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",105-FP11. 4 year implant (e.g. Sino plant),105-FP12. 5 year implant (e.g. Jadella),105-FP13. IUD-Copper-T,105-FP14. IUD-Hormonal,105-FP15. FAM-SDM method,105-FP16. FAM-LAM,105-FP17. FAM-Two Days Method,105-FP18. Emergency Contraceptive Pills users,105-FP19. Female Condoms,105-FP20. Male Condoms,105-HT06. Individuals Received HIV test results,105-MF01. Female sterilization (tubal ligation),105-MF02. Male sterilization (vasectomy),105-PN01b. Post Natal Attendances,105-CH01. Vit A supplement (1st Dose),105-CH02. Vit A supplement (2nd Dose)
202001,January 2020,202001,,MOH - Uganda,South Central,Bukomansimbi District,Kibinge Subcounty,Buyoga Health Centre III,RlulmyGd2XY,Buyoga Health Centre III,,,593.0,5.0,149.0,27.0,48.0,69.0,31.0,31.0,6.0,28.0,22.0,9.0,19.0,16.0,22.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,134.0,,,45.0,17.0,0.0
202001,January 2020,202001,,MOH - Uganda,Busoga,Jinja District,Busedde Subcounty,Bwidhabwangu Health Centre II,EUZupmOWTtg,Bwidhabwangu Health Centre II,,,626.0,16.0,,3.0,105.0,39.0,32.0,,28.0,44.0,28.0,28.0,44.0,28.0,30.0,,,,,,,,19.0,,,,,,,,,,,,,11.0,,,,105.0,25.0,
202001,January 2020,202001,,MOH - Uganda,North Central,Mityana District,Butayunja Subcounty,Cardinal Nsubuga Memorial Health Centre III,aNwwYe1P90o,Cardinal Nsubuga Memorial Health Centre III,,,88.0,2.0,40.0,12.0,16.0,13.0,11.0,11.0,4.0,8.0,10.0,4.0,8.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,16.0,57.0,37.0
202001,January 2020,202001,,MOH - Uganda,Bukedi,Busia District,Dabani Subcounty,Dabani Hospital,AhDvE2o9F3L,Dabani Hospital,,,558.0,77.0,362.0,69.0,49.0,202.0,73.0,73.0,65.0,75.0,64.0,68.0,72.0,65.0,75.0,,,,,,,,,,,,,,,,,,,,,,35.0,1.0,,49.0,100.0,63.0
202001,January 2020,202001,,MOH - Uganda,South Central,Mpigi District,Kammengo Subcounty,Ggoli - St Yakobo Health Centre III,SzVYBCcGiM7,Ggoli - St Yakobo Health Centre III,,,609.0,32.0,87.0,19.0,72.0,70.0,53.0,53.0,26.0,32.0,37.0,26.0,28.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,124.0,,,70.0,,255.0
202001,January 2020,202001,,MOH - Uganda,North Central,Luwero District,Kikyusa Town Council,Holy Cross - Kikyusa Health Centre IV,fzBgyH6ixVC,Holy Cross - Kikyusa Health Centre IV,,,478.0,80.0,124.0,25.0,66.0,108.0,74.0,74.0,49.0,73.0,66.0,69.0,65.0,44.0,40.0,,,,,,,,,,,,,,,,,,,,,,184.0,,,43.0,45.0,23.0
202001,January 2020,202001,,MOH - Uganda,North Central,Mityana District,Kalangaalo Subcounty,Holy Family Naluggi Health Centre II,HNMrtobhini,Holy Family Naluggi Health Centre II,,,285.0,75.0,8.0,2.0,2.0,12.0,24.0,24.0,26.0,26.0,23.0,26.0,26.0,23.0,45.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,4.0,,
202001,January 2020,202001,,MOH - Uganda,Teso,Bukedea District,Kamutur Subcounty,Holy Innocent Health Centre III,TnIUAczx1Hq,Holy Innocent Health Centre III,,,381.0,3.0,,9.0,63.0,41.0,20.0,20.0,25.0,40.0,22.0,25.0,40.0,22.0,19.0,,,7.0,,1.0,,,22.0,,,3.0,,1.0,,,,2.0,,,,2.0,170.0,,,66.0,28.0,32.0
202001,January 2020,202001,,MOH - Uganda,Tooro,Fort Portal City,Fort Portal Central Division,Kabarole COU Hospital,gLhqifDs7hU,Kabarole COU Hospital,,,1074.0,131.0,277.0,59.0,117.0,168.0,68.0,,67.0,66.0,93.0,67.0,66.0,93.0,55.0,,,,,,,16.0,,,,3.0,,1.0,1.0,,,,,,,,257.0,,,117.0,159.0,
202001,January 2020,202001,,MOH - Uganda,Bukedi,Butaleja District,Mazimasa Subcounty,Kabasa Memorial Hospital,Xm71SWWTqfb,Kabasa Memorial Hospital,,,111.0,1.0,85.0,36.0,46.0,143.0,36.0,36.0,36.0,35.0,21.0,36.0,37.0,25.0,14.0,,,,,,,19.0,,,,,,,,,,,,,,,25.0,,,41.0,27.0,5.0
202001,January 2020,202001,,MOH - Uganda,Tooro,Kamwenge District,Kabuga Town Council,Kabuga Health Centre III,JiXMZzyWhUb,Kabuga Health Centre III,,,376.0,4.0,160.0,18.0,40.0,193.0,48.0,,57.0,48.0,67.0,58.0,48.0,66.0,51.0,,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,133.0,,,20.0,96.0,
202001,January 2020,202001,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kagorogoro Dispensary Health Centre II,yWHTUO9adBP,Kagorogoro Dispensary Health Centre II,,,77.0,,4.0,1.0,,7.0,14.0,,32.0,26.0,37.0,32.0,26.0,37.0,31.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,28.0,74.0
202001,January 2020,202001,,MOH - Uganda,North Central,Mityana District,Maanyi Subcounty,Kambaala Health Centre III,a3KGKqpABTy,Kambaala Health Centre III,,,424.0,222.0,33.0,11.0,20.0,30.0,21.0,,17.0,20.0,16.0,17.0,24.0,13.0,20.0,,,,,,,,,,,,,,,,,,,,,,98.0,,,20.0,24.0,3.0
202001,January 2020,202001,,MOH - Uganda,North Central,Kayunga District,Kangulumira Town Council,Kangulumira Mission Health Centre II,VOCTQo2VfWF,Kangulumira Mission Health Centre II,,,141.0,16.0,,2.0,16.0,18.0,30.0,30.0,36.0,36.0,35.0,41.0,34.0,40.0,30.0,,,,,,,,,,,,,,,,,2.0,,,,,29.0,,,16.0,132.0,54.0
202001,January 2020,202001,,MOH - Uganda,North Central,Nakaseke District,Kapeeka Subcounty,Kapeeka Health Centre III,jloriHnudvr,Kapeeka Health Centre III,,,631.0,,49.0,38.0,44.0,296.0,37.0,,28.0,49.0,44.0,42.0,56.0,41.0,41.0,,,,,,,32.0,22.0,,,37.0,,8.0,,,,,,,,,259.0,1.0,,8.0,0.0,
202001,January 2020,202001,,MOH - Uganda,North Central,Mukono District,Kasawo Subcounty,Kasawo Mission Health Centre III,lVDEXK2iWmp,Kasawo Mission Health Centre III,,,360.0,250.0,43.0,11.0,11.0,65.0,55.0,,28.0,60.0,44.0,36.0,60.0,44.0,47.0,,,,,,,,,,,,,,,,,,,,,,105.0,,,13.0,81.0,
202001,January 2020,202001,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Katikamu Kisuule (The Good Samaritan) Health Centre II,a4QdFgngSuD,Katikamu Kisuule (The Good Samaritan) Health Centre II,,,317.0,13.0,23.0,15.0,81.0,33.0,28.0,28.0,8.0,24.0,10.0,8.0,24.0,10.0,19.0,,,,,,,,,,,,,,,,,,,,,,33.0,,,81.0,112.0,55.0
202001,January 2020,202001,,MOH - Uganda,South Central,Sembabule District,Mateete Subcounty,Katimba Health Centre III,sTlap0cwcNo,Katimba Health Centre III,,,1345.0,2.0,41.0,13.0,36.0,44.0,17.0,,12.0,23.0,10.0,19.0,21.0,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,104.0,,,36.0,13.0,
202001,January 2020,202001,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Kayayumbe Health Centre II,VC8mMNDQFJ8,Kayayumbe Health Centre II,,,747.0,20.0,78.0,1.0,26.0,39.0,9.0,8.0,18.0,20.0,12.0,17.0,20.0,12.0,16.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,11.0,,
202001,January 2020,202001,,MOH - Uganda,Tooro,Kasese District,Kinyamaseke Town Council,Kinyamaseke Health Centre III,YGIoDeKaKA5,Kinyamaseke Health Centre III,,,561.0,,245.0,58.0,58.0,382.0,33.0,,63.0,105.0,98.0,128.0,113.0,104.0,,,1.0,5.0,,,,,13.0,,,22.0,,28.0,1.0,,,,,,,200.0,,1.0,1.0,,,
202001,January 2020,202001,,MOH - Uganda,North Central,Kassanda District,Bukuya Subcounty,Kitokolo Health Centre II,LoLoHmDsEna,Kitokolo Health Centre II,,,511.0,,,3.0,3.0,22.0,22.0,,16.0,28.0,32.0,21.0,28.0,22.0,29.0,,,,,,,8.0,4.0,,,1.0,,,,,,,,,,,3.0,,,6.0,59.0,
202001,January 2020,202001,,MOH - Uganda,South Central,Wakiso District,Masulita Town Council,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,BzFOI8BjIMz,Kiziba Catholic/Kiziba St. Ulrika Health Centre III,,,305.0,17.0,60.0,6.0,37.0,19.0,25.0,,25.0,23.0,23.0,25.0,29.0,18.0,25.0,,,,,,,,,,,,,,,,,,,,,,87.0,,,41.0,10.0,
202001,January 2020,202001,,MOH - Uganda,South Central,Mpigi District,Mpigi Town Council,Kkonge St. Luke Health Centre III,yC5rgTEjfVO,Kkonge St. Luke Health Centre III,,,119.0,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202001,January 2020,202001,,MOH - Uganda,Tooro,Kamwenge District,Kahunge Town Council,Kyabenda Health Centre III,qMBXDpWSarC,Kyabenda Health Centre III,,,387.0,,209.0,48.0,125.0,158.0,27.0,48.0,18.0,28.0,18.0,18.0,28.0,18.0,42.0,,,,,,,44.0,67.0,,,21.0,,25.0,1.0,,,,,,,,180.0,,,125.0,96.0,24.0
202001,January 2020,202001,,MOH - Uganda,Tooro,Kyenjojo District,Bugaaki Subcounty,Kyakatara Health Centre III,wmzTMo2sIKx,Kyakatara Health Centre III,,,349.0,5.0,98.0,40.0,138.0,138.0,69.0,,40.0,33.0,27.0,39.0,13.0,2.0,26.0,22.0,,,,,,,,,,,,,,,,,,,,,160.0,,,99.0,32.0,2.0
202001,January 2020,202001,,MOH - Uganda,South Central,Lwengo District,Kisekka Subcounty,Kyamaganda Health Centre III,K1Qvy9fVY22,Kyamaganda Health Centre III,,,223.0,,,7.0,22.0,21.0,19.0,2.0,13.0,17.0,10.0,20.0,17.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,263.0,,,32.0,50.0,18.0
202001,January 2020,202001,,MOH - Uganda,North Central,Kassanda District,Nalutuntu Subcounty,Kyanamugera Health Centre II,oUhXrWJEwRI,Kyanamugera Health Centre II,,,209.0,181.0,,,79.0,14.0,27.0,13.0,23.0,25.0,17.0,23.0,25.0,17.0,24.0,,,1.0,,,,10.0,7.0,,,12.0,,7.0,,,,,,,,20.0,,,,81.0,93.0,71.0
202001,January 2020,202001,,MOH - Uganda,Busoga,Mayuge District,Bukatube Subcounty,Kyando Health Centre II,FPENxnEHmc7,Kyando Health Centre II,,,474.0,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,7.0,1.0,,,,,,3.0,11.0,,,,,37.0,
202001,January 2020,202001,,MOH - Uganda,South Central,Kyotera District,Kalisizo Subcounty,Kyango Health Centre III,KHwThSaTX0L,Kyango Health Centre III,,,1106.0,62.0,206.0,15.0,15.0,48.0,25.0,,9.0,11.0,8.0,9.0,13.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,21.0,,,15.0,18.0,13.0
202001,January 2020,202001,,MOH - Uganda,North Central,Mityana District,Central Division,Lulagala Health Centre III,f5lLaEQlPzM,Lulagala Health Centre III,,,557.0,3.0,180.0,23.0,41.0,60.0,6.0,36.0,5.0,8.0,7.0,5.0,8.0,7.0,9.0,,,10.0,,,,54.0,,3.0,,70.0,,36.0,,,,,,,,,125.0,,,40.0,,
202001,January 2020,202001,,MOH - Uganda,Teso,Kalaki District,Otuboi Subcounty,Lwala Hospital,UdkpzjDtHXu,Lwala Hospital,,,502.0,56.0,263.0,86.0,139.0,145.0,86.0,,76.0,71.0,75.0,76.0,71.0,75.0,48.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,353.0,0.0,,227.0,46.0,
202001,January 2020,202001,,MOH - Uganda,South Central,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Ngo Health Centre II,ml9Ztrc35ZD,Lwamaggwa Ngo Health Centre II,,,497.0,41.0,197.0,16.0,95.0,62.0,9.0,,13.0,12.0,18.0,17.0,12.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,159.0,,,44.0,18.0,
202001,January 2020,202001,,MOH - Uganda,South Central,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Ngo Health Centre III,GGccoyznKwM,Lwebitakuli Ngo Health Centre III,,,1559.0,11.0,452.0,30.0,30.0,67.0,87.0,,73.0,93.0,67.0,71.0,93.0,67.0,71.0,,,,,,,,,,,,,,,,,,,,,,125.0,,,29.0,58.0,
202001,January 2020,202001,,MOH - Uganda,Bugisu,Namisindwa District,Magale Town Council,Magale (UCMB) Health Centre IV,adoijg0nE4u,Magale (UCMB) Health Centre IV,,,521.0,15.0,390.0,117.0,220.0,384.0,154.0,,171.0,240.0,203.0,171.0,240.0,203.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,222.0,397.0,
202001,January 2020,202001,,MOH - Uganda,South Central,Lwengo District,Ndagwe Subcounty,Makondo Health Centre III,c4QCM3YpqqE,Makondo Health Centre III,,,491.0,17.0,,8.0,155.0,76.0,46.0,,46.0,38.0,44.0,41.0,31.0,25.0,,49.0,,,,,,,,,,,,,,,,,,,,,155.0,,,56.0,59.0,
202001,January 2020,202001,,MOH - Uganda,North Central,Buikwe District,Kiyindi Town Council,Makonge Health Centre III,BIiLhy7eYLl,Makonge Health Centre III,,,607.0,268.0,94.0,29.0,91.0,296.0,147.0,58.0,71.0,129.0,97.0,69.0,129.0,97.0,96.0,,,,,,,89.0,49.0,,,4.0,,30.0,13.0,,,1.0,,,,13.0,235.0,3.0,,101.0,139.0,18.0
202001,January 2020,202001,,MOH - Uganda,South Central,Lwengo District,Lwengo Subcounty,Mbirizi St. Francis Health Centre III,n3uHerzsnE1,Mbirizi St. Francis Health Centre III,,,1415.0,25.0,304.0,44.0,58.0,226.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0,,,55.0,,
202001,January 2020,202001,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Mbuye Health Centre II,Zf1t4djAYWx,Mbuye Health Centre II,,,713.0,65.0,146.0,11.0,29.0,29.0,15.0,,16.0,6.0,12.0,19.0,12.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,22.0,,,29.0,8.0,10.0
202001,January 2020,202001,,MOH - Uganda,South Central,Mpigi District,Buwama Town Council,Mitala-Maria Health Centre III,lF4U1Yzu0Ka,Mitala-Maria Health Centre III,,,462.0,27.0,116.0,15.0,34.0,49.0,,,17.0,33.0,29.0,23.0,27.0,25.0,34.0,,,,,,,,,,,,,,,,4.0,15.0,,,,,107.0,,,37.0,114.0,
202001,January 2020,202001,,MOH - Uganda,Tooro,Bunyangabu District,Kyamukube Town Council,Mitandi Health Centre III,puvssItt4Qv,Mitandi Health Centre III,,,482.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,,,,,
202001,January 2020,202001,,MOH - Uganda,Busoga,Jinja District,Buwenge Subcounty,Muguluka Flep Health Centre II,Tjj8mXWAJKN,Muguluka Flep Health Centre II,,,399.0,43.0,,18.0,27.0,34.0,3.0,,2.0,5.0,3.0,2.0,3.0,3.0,,,,4.0,,,,37.0,,,,,,,,,,,,,,,,,,6.0,15.0,15.0
202001,January 2020,202001,,MOH - Uganda,North Central,Mukono District,Central Division,Mukono COU Hospital,MNzaqWsKyxO,Mukono COU Hospital,,,2202.0,525.0,265.0,104.0,258.0,375.0,137.0,137.0,140.0,145.0,162.0,146.0,131.0,143.0,149.0,,0.0,,,,,39.0,24.0,,,47.0,,18.0,48.0,,,,,,,,418.0,3.0,,258.0,,
202001,January 2020,202001,,MOH - Uganda,Bukedi,Butaleja District,Busaba Subcounty,Mulagi Health Centre III,udCPHdcVeb7,Mulagi Health Centre III,,,347.0,33.0,145.0,54.0,94.0,207.0,54.0,54.0,25.0,26.0,25.0,25.0,21.0,21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,94.0,39.0,19.0
202001,January 2020,202001,,MOH - Uganda,North Central,Luwero District,Bamunanika Subcounty,Mulajje Health Centre III,zqfPMKhrHd1,Mulajje Health Centre III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202001,January 2020,202001,,MOH - Uganda,South Central,Wakiso District,Kyengera Town Council,Nabbingo Health Centre II,ac7OhvMEosK,Nabbingo Health Centre II,,,800.0,1.0,,9.0,9.0,54.0,49.0,,81.0,94.0,87.0,77.0,84.0,82.0,77.0,,,,,,,9.0,,,,,,,,,,,,,,,88.0,,,9.0,,
202001,January 2020,202001,,MOH - Uganda,Busoga,Kamuli District,Balawoli Subcounty,Nabulezi Health Centre II,tblUABgAaZA,Nabulezi Health Centre II,,,395.0,86.0,,28.0,77.0,99.0,30.0,,20.0,30.0,25.0,28.0,30.0,25.0,39.0,,,,,,86.0,,78.0,,,25.0,20.0,24.0,6.0,,,,,,,62.0,,,,89.0,99.0,84.0
